city,state,country,latitude,longitude,population,msa,cluster,pred-MSA
ans,wallonia,belgium,50.6623,5.52029,27297,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
preverenges,vaud,switzerland,46.51854,6.52682,4695,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
castelfranco di sotto,tuscany,italy,43.70368,10.7463,8291,,459,florence-prato-la spezia tuscany-liguria msa
westmead,new south wales,australia,-33.80383,150.98768,17835,,12,sydney new south wales msa
spresiano,veneto,italy,45.77908,12.25628,10287,,22,milan-verona-padova lombardy-veneto msa
vranje,central serbia,serbia,42.55139,21.90028,56199,,6331,vranje central serbia msa
gellainville,centre,france,48.40875,1.52971,429,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
david,chiriqui,panama,8.42729,-82.43085,81957,,6335,david chiriqui msa
alboraya,valencia,spain,39.5,-0.35,22405,,885,comunitat valenciana-valencia-torrente valencia msa
lodi vecchio,lombardy,italy,45.30422,9.4176,7170,,22,milan-verona-padova lombardy-veneto msa
sissach,basel landschaft,switzerland,47.46408,7.80888,5873,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
legionowo,mazovia,poland,52.40149,20.92664,50786,,1216,warsaw-pruszkow-legionowo mazovia msa
smithfield,new south wales,australia,-33.85,150.93333,11899,,12,sydney new south wales msa
plabennec,brittany,france,48.50234,-4.42615,7585,,248,brest brittany msa
woodford,england,united kingdom,52.38231,-0.58099,1461,,18,london-manchester-birstall england-manchester-leicester msa
chasseneuil du poitou,nouvelle aquitaine,france,46.65131,0.37233,4306,,5088,poitiers nouvelle aquitaine msa
montegranaro,the marches,italy,43.23099,13.63047,11493,,619,ancona the marches msa
ter apelkanaal,groningen,netherlands,52.9025,7.04861,670,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
keynsham,england,united kingdom,51.41387,-2.4978,15641,,18,london-manchester-birstall england-manchester-leicester msa
plettenberg,north rhine westphalia,germany,51.20949,7.87261,28206,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
oregon,wisconsin,united states,42.92611,-89.38456,10043,Madison WI MSA,684,madison wisconsin msa
emsdetten,north rhine westphalia,germany,52.1734,7.52781,35582,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
saint remy de provence,provence alpes cote d azur,france,43.78848,4.83167,10562,,303,montpellier-nimes-avignon occitanie-provence alpes cote d azur msa
bharatpur,bagmati province,nepal,27.6768,84.43589,107157,,6343,bharatpur bagmati province msa
conegliano,veneto,italy,45.88805,12.30201,30765,,22,milan-verona-padova lombardy-veneto msa
oudenbosch,noord brabant,netherlands,51.5892,4.5239,0,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
auchel,hauts de france,france,50.50345,2.47346,11419,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
beaconsfield,victoria,australia,-38.05,145.36667,6614,,33,melbourne-reservoir-craigieburn victoria msa
navojoa,sonora,mexico,27.07028,-109.44372,113836,,6346,navojoa sonora msa
lhokseumawe,aceh,indonesia,5.1801,97.1507,88974,,6348,lhokseumawe aceh msa
fairfield,new south wales,australia,-33.86667,150.95,17932,,12,sydney new south wales msa
sultangazi,istanbul,turkey,41.10652,28.86847,436935,,412,istanbul-i stanbul-bagcılar istanbul msa
dennis,massachusetts,united states,41.73539,-70.19391,2407,Barnstable Town MA MSA,79,boston-south boston-worcester massachusetts msa
gaimersheim,bavaria,germany,48.80705,11.36801,10840,,1718,ingolstadt bavaria msa
wehr,rheinland pfalz,germany,50.41667,7.21667,1152,,1735,koblenz-neuwied rheinland pfalz msa
samarkand,samarqand,uzbekistan,39.65417,66.95972,319366,,6349,samarkand samarqand msa
mordialloc,victoria,australia,-38.0,145.08333,8027,,33,melbourne-reservoir-craigieburn victoria msa
sona,veneto,italy,45.43271,10.8399,4697,,22,milan-verona-padova lombardy-veneto msa
callaghan,new south wales,australia,-32.89205,151.70531,1529,,318,newcastle-maitland new south wales msa
lloret de mar,catalonia,spain,41.69993,2.84565,39363,,220,barcelona-l hospitalet de llobregat-tarrasa catalonia msa
coomera,queensland,australia,-27.84333,153.33901,13165,,122,brisbane-gold coast-logan city queensland msa
urdaneta,ilocos,philippines,15.97611,120.57111,101037,,6352,urdaneta ilocos msa
poortugaal,south holland,netherlands,51.85833,4.39444,55,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
shepshed,england,united kingdom,52.7657,-1.29021,13505,,18,london-manchester-birstall england-manchester-leicester msa
compans,ile de france,france,48.99461,2.66451,775,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
belmont,england,united kingdom,52.04272,-2.74169,3382,,6357,hereford england msa
montgat,catalonia,spain,41.46859,2.28001,10270,,220,barcelona-l hospitalet de llobregat-tarrasa catalonia msa
heinsberg,north rhine westphalia,germany,51.06358,6.0998,41505,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
limbe,south west,cameroon,4.02356,9.20607,72106,,6360,limbe south west msa
le ville,umbria,italy,42.45693,12.60618,73,,1381,terni umbria msa
tomares,andalusia,spain,37.37281,-6.04589,22772,,93,sevilla-dos hermanas-alcala de guadaira andalusia msa
saint pierre les nemours,ile de france,france,48.26733,2.67966,6435,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
moore park,new south wales,australia,-33.89564,151.22212,28,,12,sydney new south wales msa
hono,vastra gotaland,sweden,57.68972,11.64972,5293,,61,gothenburg-goteborg-molndal vastra gotaland msa
northfield,ohio,united states,41.34505,-81.52845,3637,Akron OH MSA,1,cleveland-akron-parma ohio msa
konigstein im taunus,hesse,germany,50.17943,8.47132,15661,,155,frankfurt-frankfurt am main-stuttgart hesse-baden wurttemberg msa
bretten,baden wurttemberg,germany,49.03685,8.70745,28144,,155,frankfurt-frankfurt am main-stuttgart hesse-baden wurttemberg msa
erongo,,namibia,-22.08333,15.33333,132032,,6367,erongo  msa
staverton,england,united kingdom,52.24491,-1.21043,458,,18,london-manchester-birstall england-manchester-leicester msa
uetendorf,bern,switzerland,46.77392,7.57251,5654,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
weiterstadt,hesse,germany,49.9039,8.58874,24253,,155,frankfurt-frankfurt am main-stuttgart hesse-baden wurttemberg msa
magny en vexin,ile de france,france,49.15515,1.78669,5444,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
murdoch,western australia,australia,-32.06987,115.83757,4409,,139,perth-rockingham western australia msa
ski,viken,norway,59.71949,10.83576,12513,,132,oslo-drammen oslo-viken msa
titusville,new jersey,united states,40.3087,-74.8767,0,Trenton-Ewing NJ MSA,0,new york city-brooklyn-queens new york msa
marrickville,new south wales,australia,-33.90741,151.15546,26140,,12,sydney new south wales msa
ridgefield park,new jersey,united states,40.85704,-74.02153,13102,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
greenfield park,new south wales,australia,-33.87461,150.89189,5078,,12,sydney new south wales msa
ingeniero maschwitz,buenos aires,argentina,-34.3884,-58.7376,0,,158,buenos aires-lanus-florencio varela buenos aires f d-buenos aires msa
pipera,ilfov,romania,44.5,26.1333,0,,1378,bucharest-sector 6 bucuresti msa
oignies,hauts de france,france,50.46331,2.99376,10609,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
vestby,viken,norway,59.60511,10.75233,5330,,132,oslo-drammen oslo-viken msa
sant joan despi,catalonia,spain,41.36718,2.0574,32030,,220,barcelona-l hospitalet de llobregat-tarrasa catalonia msa
eke,flanders,belgium,50.95929,3.6396,5168,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
afula,northern,israel,32.6078,35.2897,44930,,620,haifa-netanya-netanya haifa-central district-central msa
saint michel chef chef,pays de la loire,france,47.18047,-2.15709,3435,,385,nantes-rennes-angers pays de la loire-brittany msa
rio branco do sul,parana,brazil,-25.19,-49.31417,26441,,2178,curitiba-colombo-sao jose dos pinhais parana msa
rossendale,england,united kingdom,53.68456,-2.2769,67400,,18,london-manchester-birstall england-manchester-leicester msa
cabanillas del campo,castille la mancha,spain,40.63376,-3.22937,7194,,370,madrid-latina-carabanchel madrid msa
high barnet,england,united kingdom,51.65621,-0.20768,7062,,18,london-manchester-birstall england-manchester-leicester msa
amberieu en bugey,auvergne rhone alpes,france,45.95932,5.3516,13260,,136,lyon-saint etienne-villeurbanne auvergne rhone alpes msa
cebazat,auvergne rhone alpes,france,45.8314,3.09992,8114,,3620,clermont ferrand auvergne rhone alpes msa
luanshya,copperbelt,zambia,-13.13667,28.41661,113365,,6377,luanshya copperbelt msa
ciudad rio bravo,tamaulipas,mexico,25.98729,-98.09414,95647,,6378,ciudad rio bravo tamaulipas msa
nelson,england,united kingdom,53.83333,-2.2,29317,,18,london-manchester-birstall england-manchester-leicester msa
borgerhout,flanders,belgium,51.20957,4.43539,46087,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
cinnaminson,new jersey,united states,39.99678,-74.99267,14646,,0,new york city-brooklyn-queens new york msa
montevarchi,tuscany,italy,43.5252,11.57238,18682,,459,florence-prato-la spezia tuscany-liguria msa
castelnuovo rangone,emilia romagna,italy,44.54935,10.9335,8064,,647,reggio emilia-modena-parma emilia romagna msa
seven fields,pennsylvania,united states,40.69173,-80.06256,2846,,231,pittsburgh pennsylvania msa
comines,hauts de france,france,50.7615,3.01063,12548,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
luisant,centre,france,48.4295,1.47383,7049,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
bourne end,england,united kingdom,51.74582,-0.52258,233,,18,london-manchester-birstall england-manchester-leicester msa
lumbres,hauts de france,france,50.70693,2.12081,4097,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
assemini,sardinia,italy,39.29123,8.99879,25257,,2774,cagliari-quartu sant elena sardinia msa
cowes,england,united kingdom,50.76306,-1.29772,21226,,18,london-manchester-birstall england-manchester-leicester msa
ledbury,england,united kingdom,52.03639,-2.42635,8862,,18,london-manchester-birstall england-manchester-leicester msa
erandio,basque country,spain,43.30438,-2.97352,24262,,234,bilbao-barakaldo-getxo basque country msa
ballainvilliers,ile de france,france,48.67481,2.30057,2907,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
zwevegem,flanders,belgium,50.81268,3.33848,23358,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
neuburg,bavaria,germany,47.77056,10.35563,3209,,4671,kempten-kempten allgau bavaria msa
maddington,western australia,australia,-32.05,115.98333,11198,,139,perth-rockingham western australia msa
gigean,occitanie,france,43.50028,3.71167,3977,,303,montpellier-nimes-avignon occitanie-provence alpes cote d azur msa
garðabær,capital region,iceland,64.08865,-21.92298,11421,,5688,reykjavik capital region msa
feignies,hauts de france,france,50.29806,3.91534,7370,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
privas,auvergne rhone alpes,france,44.735,4.59918,9545,,303,montpellier-nimes-avignon occitanie-provence alpes cote d azur msa
puerto tejada,cauca,colombia,3.23114,-76.41668,53674,,1869,puerto tejada cauca msa
callantsoog,north holland,netherlands,52.84,4.69583,2420,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
obera,misiones,argentina,-27.48706,-55.11994,56528,,6394,obera misiones msa
cuauhtemoc,chihuahua,mexico,28.40884,-106.86319,114007,,6395,cuauhtemoc chihuahua msa
saint jean de la ruelle,centre,france,47.91127,1.86483,17522,,164,orleans-blois centre msa
lod,central district,israel,31.9467,34.8903,77223,,201,tel aviv yafo-tel aviv-petah tiqva tel aviv-central district msa
la fouillouse,auvergne rhone alpes,france,45.50462,4.31524,4335,,136,lyon-saint etienne-villeurbanne auvergne rhone alpes msa
diest,flanders,belgium,50.98923,5.05062,22516,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
cannon hill,queensland,australia,-27.47237,153.09475,5481,,122,brisbane-gold coast-logan city queensland msa
limmen,north holland,netherlands,52.56917,4.69444,7300,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
san juan despi,catalonia,spain,41.3668,2.057,34267,,220,barcelona-l hospitalet de llobregat-tarrasa catalonia msa
huangshi,hubei,china,30.24706,115.04814,688090,,6396,huangshi hubei msa
saint laurent sur sevre,pays de la loire,france,46.95859,-0.8934,4799,,385,nantes-rennes-angers pays de la loire-brittany msa
bexley,ohio,united states,39.96895,-82.93768,13654,,1225,columbus ohio msa
schwabmunchen,bavaria,germany,48.17928,10.75675,13232,,534,augsburg bavaria msa
saint philbert de grand lieu,pays de la loire,france,47.03573,-1.64088,6757,,385,nantes-rennes-angers pays de la loire-brittany msa
helvoirt,north brabant,netherlands,51.63167,5.23056,3625,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
montigny les metz,grand est,france,49.0956,6.15271,26369,,355,metz grand est msa
notre dame de gravenchon,normandy,france,49.4894,0.57188,8839,,1254,le havre-caen normandy msa
los barrios,andalusia,spain,36.18482,-5.49213,23513,,5176,algeciras-estepona-la linea de la concepcion andalusia msa
luino,lombardy,italy,46.00185,8.74512,12146,,22,milan-verona-padova lombardy-veneto msa
puerto real,andalusia,spain,36.52819,-6.19011,40183,,1494,jerez de la frontera-cadiz-san fernando andalusia msa
aydın,aydın,turkey,37.75,28.0,1020957,,6403,aydın aydın msa
dessel,flanders,belgium,51.23855,5.11448,2553,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
silifke,mersin,turkey,36.37778,33.93444,75315,,6406,silifke mersin msa
hawthorne,new york,united states,41.10732,-73.79597,4586,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
houdemont,grand est,france,48.64407,6.17579,2425,,1284,nancy grand est msa
kolbotn,akershus,norway,59.8112,10.8,0,,132,oslo-drammen oslo-viken msa
middenbeemster,north holland,netherlands,52.54917,4.9125,4070,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
whitefish bay,wisconsin,united states,43.11334,-87.90009,14110,,295,chicago-milwaukee-aurora illinois-wisconsin msa
cuggiono,lombardy,italy,45.50683,8.8155,7997,,22,milan-verona-padova lombardy-veneto msa
montecchio emilia,emilia romagna,italy,44.69937,10.45211,8482,,647,reggio emilia-modena-parma emilia romagna msa
camas,andalusia,spain,37.40202,-6.03314,26015,,93,sevilla-dos hermanas-alcala de guadaira andalusia msa
torri di quartesolo,veneto,italy,45.51901,11.62469,8522,,22,milan-verona-padova lombardy-veneto msa
verneuil en halatte,hauts de france,france,49.27914,2.5241,4254,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
irlam,england,united kingdom,53.44253,-2.42323,19442,,18,london-manchester-birstall england-manchester-leicester msa
vilamalla,catalonia,spain,42.2172,2.97009,885,,220,barcelona-l hospitalet de llobregat-tarrasa catalonia msa
denzlingen,baden wurttemberg,germany,48.06667,7.88333,13511,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
ringwood,victoria,australia,-37.81667,145.23333,17242,,33,melbourne-reservoir-craigieburn victoria msa
torrente,valencia,spain,39.4365,-0.4679,83962,,885,comunitat valenciana-valencia-torrente valencia msa
valenza,piedmont,italy,45.01242,8.64379,17305,,1726,alessandria piedmont msa
oleiros,galicia,spain,43.33333,-8.31667,33443,,830,a coruna-ferrol galicia msa
chateaurenard,provence alpes cote d azur,france,43.88169,4.85493,14205,,303,montpellier-nimes-avignon occitanie-provence alpes cote d azur msa
l union,occitanie,france,43.66042,1.48264,12139,,1239,toulouse-montauban occitanie msa
fyshwick,australian capital territory,australia,-35.33333,149.16667,53,,362,canberra australian capital territory msa
asse,flanders,belgium,50.91011,4.19836,28985,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
paris,ontario,canada,43.2,-80.38333,12310,,2882,kitchener-cambridge-waterloo ontario msa
billere,nouvelle aquitaine,france,43.30264,-0.39733,14914,,696,pau nouvelle aquitaine msa
echallens,vaud,switzerland,46.6413,6.63317,4972,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
silvis,illinois,united states,41.51226,-90.41513,7491,Davenport-Moline-Rock Island IA-IL MSA,1991,davenport iowa msa
olonne sur mer,pays de la loire,france,46.53524,-1.77293,11157,,385,nantes-rennes-angers pays de la loire-brittany msa
boussy saint antoine,ile de france,france,48.69101,2.5306,6786,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
narnaul,haryana,india,28.04444,76.10833,66049,,6413,narnaul haryana msa
la meziere,brittany,france,48.21834,-1.7546,3808,,385,nantes-rennes-angers pays de la loire-brittany msa
puslinch,ontario,canada,43.45,-80.1667,7336,,6416,guelph ontario msa
sant agata bolognese,emilia romagna,italy,44.66016,11.13292,5591,,647,reggio emilia-modena-parma emilia romagna msa
east molesey,england,united kingdom,51.39872,-0.34916,18565,,18,london-manchester-birstall england-manchester-leicester msa
featherstone,england,united kingdom,53.67688,-1.35647,11060,,18,london-manchester-birstall england-manchester-leicester msa
marsannay la cote,bourgogne franche comte,france,47.27095,4.98895,5181,,2735,dijon bourgogne franche comte msa
las piedras,canelones,uruguay,-34.7302,-56.21915,69682,,6418,las piedras canelones msa
cressier,neuchatel,switzerland,47.0508,7.0356,1886,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
muhlacker,baden wurttemberg,germany,48.94754,8.83675,26375,,155,frankfurt-frankfurt am main-stuttgart hesse-baden wurttemberg msa
east brisbane,queensland,australia,-27.48099,153.04401,5735,,122,brisbane-gold coast-logan city queensland msa
hockenheim,baden wurttemberg,germany,49.32334,8.55194,20614,,155,frankfurt-frankfurt am main-stuttgart hesse-baden wurttemberg msa
exeter,rhode island,united states,41.5776,-71.53756,6426,Visalia-Porterville CA MSA,79,boston-south boston-worcester massachusetts msa
douglas,arizona,united states,31.34455,-109.54534,16592,NE NONMETROPOLITAN AREA,4337,agua prieta sonora msa
warrington,pennsylvania,united states,40.2489,-75.158,24256,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,0,new york city-brooklyn-queens new york msa
belcamp,maryland,united states,39.469,-76.2333,0,Baltimore-Towson MD MSA,0,new york city-brooklyn-queens new york msa
rodeo,california,united states,38.03298,-122.26691,8679,San Francisco-Oakland-Fremont CA MSA,264,san jose-san francisco-oakland california msa
belgium,wisconsin,united states,43.49972,-87.85037,2261,Milwaukee-Waukesha-West Allis WI MSA,295,chicago-milwaukee-aurora illinois-wisconsin msa
colchester,connecticut,united states,41.57565,-72.33203,4781,Norwich-New London CT MSA,0,new york city-brooklyn-queens new york msa
elwood,illinois,united states,41.40392,-88.11172,2258,St. Joseph MO-KS MSA,295,chicago-milwaukee-aurora illinois-wisconsin msa
bolton,massachusetts,united states,42.43343,-71.60784,4220,Jackson MS MSA,79,boston-south boston-worcester massachusetts msa
oxford,georgia,united states,33.619,-83.86741,2197,Detroit-Warren-Livonia MI MSA,522,atlanta-sandy springs-roswell georgia msa
dundee,oregon,united states,45.27817,-123.01094,3200,Lakeland FL MSA,588,portland-vancouver-gresham oregon-washington msa
golden valley,minnesota,united states,45.00969,-93.34912,21270,ND NONMETROPOLITAN AREA,199,minneapolis-st paul-saint paul minnesota msa
whitestown,indiana,united states,39.99726,-86.34583,6013,Indianapolis-Carmel IN MSA,1645,indianapolis-carmel-fishers indiana msa
bogart,georgia,united states,33.94928,-83.53461,1042,Athens-Clark County GA MSA,4977,athens georgia msa
shorewood,wisconsin,united states,43.08918,-87.88758,13311,Chicago-Naperville-Joliet IL-IN-WI MSA,295,chicago-milwaukee-aurora illinois-wisconsin msa
newcastle,washington,united states,47.53899,-122.15568,11370,Sioux City IA-NE-SD MSA,242,seattle-tacoma-bellevue washington msa
holladay,utah,united states,40.66884,-111.82466,30864,TN NONMETROPOLITAN AREA,294,salt lake city-west valley city-provo utah msa
hopewell,new jersey,united states,40.38927,-74.76183,1929,PA NONMETROPOLITAN AREA,0,new york city-brooklyn-queens new york msa
wilberforce,ohio,united states,39.71617,-83.87771,2271,Dayton OH MSA,153,cincinnati-dayton-hamilton ohio msa
georgetown,massachusetts,united states,42.724,-70.9821,8695,Bridgeport-Stamford-Norwalk CT MSA,79,boston-south boston-worcester massachusetts msa
covington,washington,united states,47.35818,-122.12216,19197,Dayton OH MSA,242,seattle-tacoma-bellevue washington msa
herald,california,united states,38.29575,-121.24439,1184,Sacramento-Arden-Arcade-Roseville CA MSA,1413,sacramento-elk grove-roseville california msa
cherry creek,colorado,united states,39.63455,-104.88286,11120,NY NONMETROPOLITAN AREA,575,denver-aurora-lakewood colorado msa
brentwood,new hampshire,united states,42.9787,-71.07284,3405,San Francisco-Oakland-Fremont CA MSA,79,boston-south boston-worcester massachusetts msa
greenville,delaware,united states,39.779,-75.59826,2326,MI NONMETROPOLITAN AREA,0,new york city-brooklyn-queens new york msa
east windsor,new jersey,united states,40.2606,-74.5295,27245,Hartford-West Hartford-East Hartford CT MSA,0,new york city-brooklyn-queens new york msa
portsmouth,rhode island,united states,41.60232,-71.25033,17756,Virginia Beach-Norfolk-Newport News VA-NC MSA,79,boston-south boston-worcester massachusetts msa
dunmore,pennsylvania,united states,41.4198,-75.63241,13379,WV NONMETROPOLITAN AREA,330,scranton pennsylvania msa
richfield,ohio,united states,41.23978,-81.63818,3702,Akron OH MSA,1,cleveland-akron-parma ohio msa
avon,minnesota,united states,45.60913,-94.45167,1466,Cleveland-Elyria-Mentor OH MSA,1423,st cloud-saint cloud minnesota msa
woodside,california,united states,37.42994,-122.25386,5561,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,264,san jose-san francisco-oakland california msa
jackson,georgia,united states,33.29457,-83.96602,4983,Jackson MS MSA,522,atlanta-sandy springs-roswell georgia msa
adelphi,maryland,united states,39.00317,-76.97192,15086,OH NONMETROPOLITAN AREA,0,new york city-brooklyn-queens new york msa
annandale on hudson,new york,united states,42.0129,-73.9082,0,Poughkeepsie-Newburgh-Middletown NY MSA,0,new york city-brooklyn-queens new york msa
jamestown,north carolina,united states,35.9943,-79.93531,3737,Dayton OH MSA,276,high point north carolina msa
sharpsburg,georgia,united states,33.33928,-84.64854,354,Atlanta-Sandy Springs-Marietta GA MSA,522,atlanta-sandy springs-roswell georgia msa
liberty,ohio,united states,39.7201,-84.3249,0,PA NONMETROPOLITAN AREA,153,cincinnati-dayton-hamilton ohio msa
clinton,utah,united states,41.13967,-112.0505,21399,Greenville-Mauldin-Easley SC MSA,294,salt lake city-west valley city-provo utah msa
murphy,texas,united states,33.01512,-96.61305,20610,OR NONMETROPOLITAN AREA,445,dallas-fort worth-arlington texas msa
glenville,new york,united states,42.8869,-73.9925,29292,York-Hanover PA MSA,53,albany-schenectady new york msa
glendale,arizona,united states,33.53865,-112.18599,240126,Phoenix-Mesa-Scottsdale AZ MSA,612,phoenix-mesa-chandler arizona msa
salisbury,massachusetts,united states,42.84176,-70.86061,4869,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
reims,grand est,france,49.26526,4.02853,196565,,125,reims grand est msa
poulsbo,washington,united states,47.73593,-122.64654,10041,Bremerton-Silverdale WA MSA,242,seattle-tacoma-bellevue washington msa
burgas,burgas,bulgaria,42.50606,27.46781,195966,,6438,burgas burgas msa
san salvador de jujuy,jujuy,argentina,-24.19457,-65.29712,305891,,6439,san salvador de jujuy jujuy msa
lubeck,schleswig holstein,germany,53.86893,10.68729,212207,,6440,lubeck schleswig holstein msa
sharon,massachusetts,united states,42.12371,-71.17866,5658,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
san giovanni lupatoto,veneto,italy,45.38193,11.04474,20038,,22,milan-verona-padova lombardy-veneto msa
woburn,massachusetts,united states,42.47926,-71.15228,39555,Boston-Cambridge-Quincy MA-NH MSA,79,boston-south boston-worcester massachusetts msa
bizerte,banzart,tunisia,37.27442,9.87391,115268,,6441,bizerte banzart msa
sao carlos,sao paulo,brazil,-22.0175,-47.89083,205035,,5804,sao carlos sao paulo msa
genay,auvergne rhone alpes,france,45.89681,4.84091,4729,,136,lyon-saint etienne-villeurbanne auvergne rhone alpes msa
warwick,rhode island,united states,41.7001,-71.41617,81699,Providence-New Bedford-Fall River RI-MA MSA,79,boston-south boston-worcester massachusetts msa
elk grove,california,united states,38.4088,-121.37162,166913,Sacramento-Arden-Arcade-Roseville CA MSA,1413,sacramento-elk grove-roseville california msa
addison,illinois,united states,41.9317,-87.98896,37208,Chicago-Naperville-Joliet IL-IN-WI MSA,295,chicago-milwaukee-aurora illinois-wisconsin msa
garner,north carolina,united states,35.71126,-78.61417,28053,Raleigh-Cary NC MSA,115,raleigh-cary north carolina msa
port allen,louisiana,united states,30.45214,-91.21011,5130,Baton Rouge LA MSA,6444,baton rouge louisiana msa
dallas,north carolina,united states,35.31653,-81.17619,4622,Dallas-Fort Worth-Arlington TX MSA,732,gastonia-rock hill north carolina-south carolina msa
concord,california,united states,37.97798,-122.03107,128667,San Francisco-Oakland-Fremont CA MSA,264,san jose-san francisco-oakland california msa
brandon,mississippi,united states,32.2732,-89.98592,23529,Jackson MS MSA,1650,jackson mississippi msa
sabaneta,antioquia,colombia,6.15153,-75.61657,34172,,1604,medellin-bello-itagui antioquia msa
bihar sharif,bihar,india,25.20084,85.52389,244230,,6447,bihar sharif bihar msa
karabuk,karabuk,turkey,41.20488,32.62768,97481,,5619,karabuk karabuk msa
grapevine,texas,united states,32.93429,-97.07807,51404,Dallas-Fort Worth-Arlington TX MSA,445,dallas-fort worth-arlington texas msa
mukilteo,washington,united states,47.94454,-122.30458,21226,Seattle-Tacoma-Bellevue WA MSA,242,seattle-tacoma-bellevue washington msa
ijsselstein,utrecht,netherlands,52.02,5.04306,33886,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
euless,texas,united states,32.83707,-97.08195,54219,Dallas-Fort Worth-Arlington TX MSA,445,dallas-fort worth-arlington texas msa
kidderminster,england,united kingdom,52.38819,-2.25,57059,,18,london-manchester-birstall england-manchester-leicester msa
eatontown,new jersey,united states,40.29622,-74.05097,12301,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
rye,new york,united states,40.98065,-73.68374,16046,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
quantico,virginia,united states,38.52234,-77.29359,480,Washington-Arlington-Alexandria DC-VA-MD-WV MSA,0,new york city-brooklyn-queens new york msa
garfield,new jersey,united states,40.88149,-74.1132,31802,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,0,new york city-brooklyn-queens new york msa
cucuta,norte de santander,colombia,7.89391,-72.50782,721398,,3677,cucuta-villa del rosario-los patios norte de santander msa
stewartsville,new jersey,united states,40.69371,-75.11101,349,Allentown-Bethlehem-Easton PA-NJ MSA,0,new york city-brooklyn-queens new york msa
jeumont,hauts de france,france,50.29658,4.10108,10964,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
taiping,perak,malaysia,4.85,100.73333,217647,,6451,taiping-simpang empat perak msa
tacna,tacna,peru,-17.66667,-70.33333,274496,,6452,tacna tacna msa
ivry sur seine,ile de france,france,48.81568,2.38487,57897,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
jupiter,florida,united states,26.93422,-80.09421,62707,Miami-Fort Lauderdale-Pompano Beach FL MSA,817,miami-hialeah-fort lauderdale florida msa
royal oak,michigan,united states,42.48948,-83.14465,59008,Detroit-Warren-Livonia MI MSA,157,detroit-windsor-warren michigan-ontario msa
canoga park,california,united states,34.20112,-118.59814,60578,Los Angeles-Long Beach-Santa Ana CA MSA,133,los angeles-long beach-anaheim california msa
san juan de lurigancho,lima,peru,-12.0108,-77.0054,0,,710,lima-callao-santiago de surco lima-callao-lima region msa
newburgh,indiana,united states,37.94449,-87.40529,3277,Evansville IN-KY MSA,6455,evansville indiana msa
