city,state,country,latitude,longitude,population,msa,cluster,pred-MSA
costabissara,veneto,italy,45.58252,11.48529,3217,,22,milan-verona-padova lombardy-veneto msa
carrefour,ouest,haiti,18.54114,-72.39922,442156,,1655,port au prince-carrefour-delmas 73 ouest msa
manises,valencia,spain,39.49139,-0.46349,30508,,885,comunitat valenciana-valencia-torrente valencia msa
mount gravatt,queensland,australia,-27.53333,153.08333,3295,,122,brisbane-gold coast-logan city queensland msa
vergiate,lombardy,italy,45.7221,8.6953,5814,,22,milan-verona-padova lombardy-veneto msa
tacuarembo,tacuarembo,uruguay,-31.71694,-55.98111,51854,,3536,tacuarembo tacuarembo msa
ronninge,syddanmark,denmark,55.345,10.6077,0,,196,odense south denmark msa
denderleeuw,flanders,belgium,50.88506,4.07601,16969,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
donaueschingen,baden wurttemberg,germany,47.95514,8.49707,21604,,1187,villingen schwenningen baden wurttemberg msa
givatayim,tel aviv,israel,32.07225,34.81253,60644,,201,tel aviv yafo-tel aviv-petah tiqva tel aviv-central district msa
uzes,occitanie,france,44.01251,4.41973,7841,,303,montpellier-nimes-avignon occitanie-provence alpes cote d azur msa
rocourt,wallonia,belgium,50.67579,5.54621,7010,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
castellbisbal,catalonia,spain,41.47534,1.98174,11977,,220,barcelona-l hospitalet de llobregat-tarrasa catalonia msa
thornbury,victoria,australia,-37.75819,145.00583,18292,,33,melbourne-reservoir-craigieburn victoria msa
altopascio,tuscany,italy,43.81618,10.67668,9413,,459,florence-prato-la spezia tuscany-liguria msa
zoersel,flanders,belgium,51.26825,4.71296,10000,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
goodwood,south australia,australia,-34.95092,138.5923,2910,,205,adelaide-adelaide hills south australia msa
caivano,campania,italy,40.95753,14.30591,34604,,106,naples-salerno-torre del greco campania msa
blain,pays de la loire,france,47.47563,-1.76449,8274,,385,nantes-rennes-angers pays de la loire-brittany msa
saint andre les vergers,grand est,france,48.28527,4.0521,11203,,782,troyes grand est msa
frankfort,illinois,united states,41.49587,-87.84866,18653,KY NONMETROPOLITAN AREA,295,chicago-milwaukee-aurora illinois-wisconsin msa
gregory hills,new south wales,australia,-34.02673,150.7707,4968,,12,sydney new south wales msa
vern sur seiche,brittany,france,48.04585,-1.60242,8110,,385,nantes-rennes-angers pays de la loire-brittany msa
hetauda,bagmati province,nepal,27.42839,85.03219,84775,,3543,hetauda bagmati province msa
shirley,england,united kingdom,52.97012,-1.6755,240,,18,london-manchester-birstall england-manchester-leicester msa
sautron,pays de la loire,france,47.26345,-1.67222,7405,,385,nantes-rennes-angers pays de la loire-brittany msa
abaetetuba,para,brazil,-1.71806,-48.8825,78050,,3544,abaetetuba para msa
larne,northern ireland,united kingdom,54.85,-5.81667,18421,,1244,belfast-lisburn-newtownabbey northern ireland msa
siemianowice slaskie,silesia,poland,50.32738,19.02901,73121,,5,krakow-katowice-ostrava lesser poland-silesia-moravskoslezsky msa
les cayes,sud,haiti,18.19331,-73.74601,125799,,3547,les cayes sud msa
motta di livenza,veneto,italy,45.77552,12.60411,7242,,22,milan-verona-padova lombardy-veneto msa
hohenems,vorarlberg,austria,47.36121,9.68694,16317,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
la chapelle saint mesmin,centre,france,47.88648,1.8345,9532,,164,orleans-blois centre msa
wiehl,north rhine westphalia,germany,50.9495,7.55062,26291,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
canggu,bali,indonesia,-8.649,115.1383,0,,2264,denpasar bali msa
medolla,emilia romagna,italy,44.84667,11.0676,4850,,647,reggio emilia-modena-parma emilia romagna msa
park slope,new york,united states,40.6701,-73.98597,65047,,0,new york city-brooklyn-queens new york msa
isbergues,hauts de france,france,50.62328,2.45902,10067,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
trabzon,trabzon,turkey,40.86946,39.81255,758237,,3552,trabzon trabzon msa
myslowice,slaskie,poland,50.2333,19.1333,75183,,5,krakow-katowice-ostrava lesser poland-silesia-moravskoslezsky msa
lambres lez douai,hauts de france,france,50.36009,3.06478,5057,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
gargenville,ile de france,france,48.98802,1.81176,6952,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
grafenwohr,bavaria,germany,49.71728,11.90645,6790,,21,nuremberg-nurnberg-furth bavaria msa
parcay meslay,centre,france,47.44195,0.74847,2305,,1939,tours centre msa
stilling,central jutland,denmark,56.06224,9.98822,3655,,74,arhus-aarhus-randers central jutland-midtjylland msa
checy,centre,france,47.89402,2.02304,7655,,164,orleans-blois centre msa
triesen,triesen,liechtenstein,47.10752,9.52815,4701,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
osan,gyeonggi do,south korea,37.15222,127.07056,158978,,3554,osan gyeonggi do msa
wognum,noord holland,netherlands,52.6819,5.0228,8006,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
schoorl,noord holland,netherlands,52.7014,4.6944,6586,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
reuver,limburg,netherlands,51.28417,6.07778,6140,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
zevenhuizen,gelderland,netherlands,52.21816,5.97841,2290,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
questembert,brittany,france,47.661,-2.45323,6392,,385,nantes-rennes-angers pays de la loire-brittany msa
nangis,ile de france,france,48.55535,3.01306,8271,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
shellharbour,new south wales,australia,-34.58333,150.86667,3552,,357,wollongong new south wales msa
doorn,utrecht,netherlands,52.03343,5.34571,10330,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
pinkenba,queensland,australia,-27.42805,153.11665,362,,122,brisbane-gold coast-logan city queensland msa
s graveland,noord holland,netherlands,52.243,5.1223,0,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
kolbermoor,bavaria,germany,47.84965,12.06696,17941,,602,rosenheim bavaria msa
les essarts,pays de la loire,france,46.77401,-1.22953,4483,,385,nantes-rennes-angers pays de la loire-brittany msa
chermside,queensland,australia,-27.38472,153.03062,10136,,122,brisbane-gold coast-logan city queensland msa
yeovilton,somerset,united kingdom,51.0037,-2.6488,1226,,18,london-manchester-birstall england-manchester-leicester msa
woudrichem,north brabant,netherlands,51.815,5.00139,4674,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
merksplas,flanders,belgium,51.35851,4.86513,7963,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
saint marcellin,auvergne rhone alpes,france,45.14914,5.31673,7592,,303,montpellier-nimes-avignon occitanie-provence alpes cote d azur msa
oissel,normandy,france,49.33309,1.09413,11495,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
ploudalmezeau,brittany,france,48.54042,-4.65792,5243,,248,brest brittany msa
thorn,limburg,netherlands,51.16167,5.84167,2295,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
tyre,south governorate,lebanon,33.27333,35.19389,135204,,3562,tyre south governorate msa
bad wimpfen,baden wurttemberg,germany,49.22971,9.15648,6968,,155,frankfurt-frankfurt am main-stuttgart hesse-baden wurttemberg msa
aigues mortes,occitanie,france,43.56683,4.19068,6526,,303,montpellier-nimes-avignon occitanie-provence alpes cote d azur msa
santiago tianguistenco de galeana,mexico,mexico,19.18024,-99.46644,13106,,376,estado de mexico-mexico city-iztapalapa mexico-mexico city msa
mieres,asturias,spain,43.25,-5.76667,44070,,1214,principality of asturias-oviedo-aviles asturias msa
lambayeque,lambayeque,peru,-6.33333,-80.0,1091535,,3565,lambayeque lambayeque msa
otterup,south denmark,denmark,55.51527,10.39756,5227,,196,odense south denmark msa
toongabbie,new south wales,australia,-33.78333,150.95,14218,,12,sydney new south wales msa
soorts,nouvelle aquitaine,france,43.66462,-1.39628,3615,,462,donostia-donostia san sebastian-irun basque country msa
nea smyrni,attica,greece,37.94504,23.71416,73076,,1277,athens-piraeus-peristeri attica msa
conversano,apulia,italy,40.96836,17.11329,22661,,145,bari-andria-barletta puglia-apulia msa
contamine sur arve,auvergne rhone alpes,france,46.14223,6.33215,1634,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
avenches,vaud,switzerland,46.88004,7.04071,2758,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
goldsboro,pennsylvania,united states,40.15259,-76.75025,938,York-Hanover PA MSA,0,new york city-brooklyn-queens new york msa
stanley,wakefield,united kingdom,53.7145,-1.476,15314,,18,london-manchester-birstall england-manchester-leicester msa
landriano,lombardy,italy,45.31155,9.26046,4998,,22,milan-verona-padova lombardy-veneto msa
montivilliers,normandy,france,49.54518,0.18769,16706,,1254,le havre-caen normandy msa
lottum,limburg,netherlands,51.46167,6.16111,1170,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
westkapelle,flanders,belgium,51.31511,3.3017,4883,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
kedron,queensland,australia,-27.40286,153.02969,9117,,122,brisbane-gold coast-logan city queensland msa
valenzano,apulia,italy,41.04376,16.88491,16101,,145,bari-andria-barletta puglia-apulia msa
flero,lombardy,italy,45.48254,10.17694,7389,,22,milan-verona-padova lombardy-veneto msa
bandol,provence alpes cote d azur,france,43.14247,5.74718,8546,,47,marseille-toulon-aix en provence provence alpes cote d azur msa
warstein,north rhine westphalia,germany,51.44488,8.34851,28532,,1481,arnsberg north rhine westphalia msa
liepaja,liepaja,latvia,56.50474,21.01085,85132,,3577,liepaja liepaja msa
heijningen,north brabant,netherlands,51.65583,4.40833,510,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
wijster,drenthe,netherlands,52.81667,6.51806,780,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
heinkenszand,zeeland,netherlands,51.473,3.8128,0,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
grindelwald,bern,switzerland,46.62396,8.03601,3730,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
bridge city,texas,united states,30.02077,-93.84573,7941,Beaumont-Port Arthur TX MSA,1019,port arthur texas msa
gardone val trompia,lombardy,italy,45.69137,10.18635,10113,,22,milan-verona-padova lombardy-veneto msa
bad pyrmont,lower saxony,germany,51.98589,9.25246,21629,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
upper mount gravatt,queensland,australia,-27.56128,153.08453,9144,,122,brisbane-gold coast-logan city queensland msa
zollikerberg,zurich,switzerland,47.3451,8.60088,4187,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
engelberg,obwalden,switzerland,46.82107,8.40133,4001,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
bnei brak,tel aviv,israel,32.08074,34.8338,204639,,201,tel aviv yafo-tel aviv-petah tiqva tel aviv-central district msa
krian,east java,indonesia,-7.4104,112.5792,38603,,755,sidoarjo east java msa
langley,virginia,united states,38.9465,-77.1589,0,Virginia Beach-Norfolk-Newport News VA-NC MSA,0,new york city-brooklyn-queens new york msa
crestmead,queensland,australia,-27.68759,153.08444,12067,,122,brisbane-gold coast-logan city queensland msa
mounds view,minnesota,united states,45.10497,-93.20856,12914,,199,minneapolis-st paul-saint paul minnesota msa
tranbjerg,central jutland,denmark,56.09519,10.13605,7307,,74,arhus-aarhus-randers central jutland-midtjylland msa
tinteniac,brittany,france,48.32908,-1.83545,2877,,385,nantes-rennes-angers pays de la loire-brittany msa
perungudi,tamil nadu,india,12.96095,80.24094,30363,,2476,chennai-ambattur-avadi tamil nadu msa
los polvorines,buenos aires,argentina,-34.50316,-58.70596,53354,,158,buenos aires-lanus-florencio varela buenos aires f d-buenos aires msa
adabraka,greater accra,ghana,5.5599,-0.2127,0,,3586,accra greater accra msa
castelli calepio,lombardy,italy,45.61316,9.8854,9459,,22,milan-verona-padova lombardy-veneto msa
weinsberg,baden wurttemberg,germany,49.15127,9.28762,11855,,155,frankfurt-frankfurt am main-stuttgart hesse-baden wurttemberg msa
newmarket,auckland,new zealand,-36.86977,174.77566,3993,,111,auckland-manukau city-north shore auckland msa
bielany wrocławskie,lower silesia,poland,51.0361,16.9677,3219,,2827,wroclaw-wrocław dolnoslaskie-lower silesia msa
vollenhove,overijssel,netherlands,52.68083,5.95417,3955,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
lillers,hauts de france,france,50.56345,2.48042,10104,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
el viso del alcor,andalusia,spain,37.39106,-5.71993,19191,,93,sevilla-dos hermanas-alcala de guadaira andalusia msa
achterhoek,overijssel,netherlands,52.3769,6.6951,0,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
vinci,tuscany,italy,43.78133,10.92365,1519,,459,florence-prato-la spezia tuscany-liguria msa
jiaozuo,henan,china,35.23972,113.23306,865413,,3594,jiaozuo henan msa
forlimpopoli,emilia romagna,italy,44.19107,12.12873,9392,,449,rimini-forli-cesena emilia romagna msa
lustenau,vorarlberg,austria,47.42642,9.65851,22821,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
chauray,nouvelle aquitaine,france,46.36066,-0.37753,4858,,3596,niort nouvelle aquitaine msa
st pete beach,florida,united states,27.7235,-82.7387,9587,,634,st petersburg-clearwater-largo florida msa
billingshurst,england,united kingdom,51.02312,-0.45359,6911,,18,london-manchester-birstall england-manchester-leicester msa
greenwood,western australia,australia,-31.82723,115.80247,9338,,139,perth-rockingham western australia msa
istrana,veneto,italy,45.67691,12.10119,3665,,22,milan-verona-padova lombardy-veneto msa
lichtenburg,north west,south africa,-26.152,26.15968,65863,,3600,lichtenburg north west msa
rivesaltes,occitanie,france,42.76929,2.87378,8836,,2525,perpignan occitanie msa
pushkar,rajasthan,india,26.49022,74.55211,16173,,3601,ajmer rajasthan msa
irakleio,attica,greece,38.05282,23.76523,49642,,1277,athens-piraeus-peristeri attica msa
savage,maryland,united states,39.13789,-76.82386,7054,Baltimore-Towson MD MSA,0,new york city-brooklyn-queens new york msa
schalkhaar,overijssel,netherlands,52.26833,6.19444,4610,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
kirrawee,new south wales,australia,-34.03831,151.06903,9139,,12,sydney new south wales msa
north shore,auckland,new zealand,-36.8,174.75,207865,,111,auckland-manukau city-north shore auckland msa
pompey,grand est,france,48.76876,6.12639,5341,,1284,nancy grand est msa
la baule escoublac,pays de la loire,france,47.29221,-2.36395,17775,,385,nantes-rennes-angers pays de la loire-brittany msa
godella,valencia,spain,39.53333,-0.41667,13240,,885,comunitat valenciana-valencia-torrente valencia msa
woudsend,friesland,netherlands,52.94357,5.62843,1375,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
stabroek,flanders,belgium,51.33189,4.37127,17294,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
kirkby,england,united kingdom,53.48138,-2.89215,42744,,18,london-manchester-birstall england-manchester-leicester msa
andilly,ile de france,france,49.00935,2.3024,2138,,72,rouen-cergy pontoise-saint quentin en yvelines normandie-ile de france msa
de rijp,north holland,netherlands,52.55667,4.84583,3980,,3,cologne-brussels-koln north rhine westphalia-brussels capital msa
toronto,new south wales,australia,-33.01357,151.59373,5670,,318,newcastle-maitland new south wales msa
broadbeach waters,queensland,australia,-28.03498,153.42502,7833,,122,brisbane-gold coast-logan city queensland msa
carleton,wakefield,united kingdom,53.74,-1.4902,0,,18,london-manchester-birstall england-manchester-leicester msa
sanibel,florida,united states,26.44897,-82.02231,7236,Cape Coral-Fort Myers FL MSA,344,cape coral-fort myers-bonita springs florida msa
vallendar,rheinland pfalz,germany,50.39586,7.62427,8959,,1735,koblenz-neuwied rheinland pfalz msa
wacol,queensland,australia,-27.58333,152.93333,3822,,122,brisbane-gold coast-logan city queensland msa
villigen,aargau,switzerland,47.52682,8.21486,1381,,11,zurich-freiburg-geneva zurich-baden wurttemberg-geneve msa
