city,state,country,latitude,longitude,population
juncos,juncos,puerto rico,18.22746,-65.921,8905
esch sur alzette,esch sur alzette,luxembourg,49.49583,5.98056,28228
windham,maine,united states,43.7981,-70.4056,18195
brewster,new york,united states,41.39732,-73.61707,2332
titchfield,england,united kingdom,50.85115,-1.23716,7280
bargarh,odisha,india,21.33348,83.61905,68670
platteville,colorado,united states,40.21498,-104.82275,2619
deyang,sichuan,china,31.13019,104.38198,735070
yazd,yazd,iran,31.89722,54.3675,477905
tannersville,pennsylvania,united states,41.04009,-75.30574,2784
groveland,florida,united states,28.55805,-81.85119,11528
belford roxo,rio de janeiro,brazil,-22.76417,-43.39944,466096
fremont,nebraska,united states,41.43333,-96.49808,26474
pedrola,aragon,spain,41.79102,-1.21357,2945
santo antonio de posse,sao paulo,brazil,-22.60611,-46.91944,18148
bretigny sur orge,ile de france,france,48.61135,2.30593,24317
ossett,england,united kingdom,53.67978,-1.58006,21616
kerman,kerman,iran,30.28321,57.07879,577514
canning vale,western australia,australia,-32.05799,115.91814,32593
hamamatsu,shizuoka,japan,34.7,137.73333,791707
mioveni,arges,romania,44.95905,24.94198,29062
bhuj,gujarat,india,23.25397,69.66928,133459
coulommiers,ile de france,france,48.81451,3.08498,15274
guerande,pays de la loire,france,47.32829,-2.42934,16523
clapham,england,united kingdom,52.16085,-0.49529,4560
trinidad,el beni,bolivia,-14.83333,-64.9,84259
himatnagar,gujarat,india,23.59893,72.96602,60634
jos,plateau,nigeria,9.92849,8.89212,816824
yateley,england,united kingdom,51.34305,-0.82985,20214
ploermel,brittany,france,47.93167,-2.39746,8422
redmond,oregon,united states,44.27262,-121.17392,28654
fiumicino,lazio,italy,41.77093,12.23662,34556
karmi el,northern district,israel,32.91708,35.30501,46252
varedo,lombardy,italy,45.59761,9.16323,12750
chamba,himachal pradesh,india,32.55531,76.12647,21502
hinnerup,central jutland,denmark,56.7347,9.05874,8012
manacor,balearic islands,spain,39.56964,3.20955,40548
santana,amapa,brazil,-0.05833,-51.18167,83927
yaba,bauchi,nigeria,11.7752,10.0942,0
leimen,baden wurttemberg,germany,49.34737,8.68733,27190
raubling,bavaria,germany,47.7905,12.11088,11382
harvey,illinois,united states,41.61003,-87.64671,25194
south melbourne,victoria,australia,-37.83333,144.96667,10757
perry,oklahoma,united states,36.28949,-97.2881,5097
gagetown,new brunswick,canada,45.77,-66.16,711
lac megantic,quebec,canada,45.58338,-70.88234,4658
tinsukia,assam,india,27.48905,95.35992,89373
s gravenzande,south holland,netherlands,52.00167,4.16528,19190
sterling,illinois,united states,41.78864,-89.69622,15057
o fallon,missouri,united states,38.81061,-90.69985,85040
ras tanura,ash sharqiyah,saudi arabia,26.7074,50.0674,0
lamezia terme,calabria,italy,38.96255,16.30938,70501
wellsboro,pennsylvania,united states,41.74868,-77.30053,3290
vac,pest,hungary,47.77591,19.13612,35108
leek,groningen,netherlands,53.1625,6.37639,19651
stroudsburg,pennsylvania,united states,40.98676,-75.19462,5444
blaye,nouvelle aquitaine,france,45.12764,-0.66225,5277
chiapa de corzo,chiapas,mexico,16.7077,-93.01184,45077
puyo,pastaza,ecuador,-1.48369,-78.00257,24881
pleven,pleven,bulgaria,43.41667,24.61667,118675
lavallette,new jersey,united states,39.9704,-74.06875,1807
cranberry township,pennsylvania,united states,40.68496,-80.10714,28098
rushden,england,united kingdom,52.28927,-0.60184,37584
povoa de varzim,porto,portugal,41.38344,-8.76364,29044
thornton,colorado,united states,39.86804,-104.97192,133451
lakhimpur,uttar pradesh,india,27.94822,80.77935,140223
umuahia,abia,nigeria,5.52491,7.49461,264662
camp verde,arizona,united states,34.56364,-111.85432,11155
negri,bacau,romania,46.7,26.96667,3101
megeve,auvergne rhone alpes,france,45.85687,6.61775,5129
bidart,nouvelle aquitaine,france,43.43698,-1.59294,5021
artarmon,new south wales,australia,-33.81667,151.18333,9392
barra velha,santa catarina,brazil,-26.63222,-48.68472,17665
crepy en valois,hauts de france,france,49.23359,2.88807,15694
kubang kerian,kelantan,malaysia,6.0912,102.2794,0
rawatbhata,rajasthan,india,24.92981,75.59209,36872
roma,queensland,australia,-26.56741,148.78751,7105
osborne park,western australia,australia,-31.90066,115.81083,3984
umargam,gujarat,india,20.1972,72.7503,0
abancay,apurimac,peru,-13.63389,-72.88139,55111
hobbs,new mexico,united states,32.70261,-103.13604,38416
santo domingo oeste,santo domingo,dominican republic,18.5,-70.0,701269
eregli,konya,turkey,37.51333,34.04672,92117
poynton,england,united kingdom,53.35,-2.11667,14351
polson,montana,united states,47.69355,-114.16317,4707
palotina,parana,brazil,-24.28389,-53.84,23059
fairview,alberta,canada,56.06675,-118.38606,2998
kemuning,sumatera utara,indonesia,3.6248,98.7147,0
bannu,khyber pakhtunkhwa,pakistan,32.98527,70.60403,49008
waitakere,auckland,new zealand,-36.85126,174.54477,1935
zvishavane,masvingo,zimbabwe,-20.32674,30.06648,35896
rietberg,north rhine westphalia,germany,51.80924,8.42841,28672
pecos,texas,united states,31.42291,-103.49323,9517
andradina,sao paulo,brazil,-20.89611,-51.37944,52406
salaise sur sanne,auvergne rhone alpes,france,45.35126,4.8107,3981
rafaela,santa fe,argentina,-31.25033,-61.4867,88713
villeparisis,ile de france,france,48.94208,2.61463,23931
anzin,hauts de france,france,50.37201,3.50387,14443
hamadan,hamadan,iran,34.79922,48.51456,528256
jharsuguda,odisha,india,21.85531,84.00698,79492
novo horizonte,sao paulo,brazil,-21.46806,-49.22083,30158
gainesville,texas,united states,33.62594,-97.13335,16292
jackson,new jersey,united states,39.7765,-74.86238,54856
graniteville,south carolina,united states,33.56375,-81.80789,2614
bergambacht,zuid holland,netherlands,51.9328,4.7936,0
acqui terme,piedmont,italy,44.67552,8.46934,17828
kudus,central java,indonesia,-6.8048,110.8405,92156
fraserburgh,scotland,united kingdom,57.68744,-2.01844,13140
sembach,rheinland pfalz,germany,49.51177,7.86661,1199
cherkasy,cherkasy oblast,ukraine,49.44452,32.05738,276360
moshi,kilimanjaro,tanzania,-3.35,37.33333,156959
amos,quebec,canada,48.56688,-78.11624,17918
indiana,pennsylvania,united states,40.62146,-79.15253,14100
ramnagar,uttarakhand,india,29.3925,79.1283,51244
avezzano,abruzzo,italy,42.02896,13.42641,37808
uruacu,goias,brazil,-14.52472,-49.14083,30088
viladecans,catalonia,spain,41.31405,2.01427,66168
st cloud,florida,united states,28.2294,-81.2829,54579
larbert,scotland,united kingdom,56.02246,-3.82872,9530
gurabo,gurabo,puerto rico,18.2544,-65.97294,8973
mairinque,sao paulo,brazil,-23.54583,-47.18333,44456
rutland,vermont,united states,43.61062,-72.97261,15824
dokkum,friesland,netherlands,53.32224,5.99697,13145
tres coracoes,minas gerais,brazil,-21.69694,-45.25333,63457
afragola,campania,italy,40.92298,14.30935,62775
blue ash,ohio,united states,39.232,-84.37827,12159
paso robles,california,united states,35.62664,-120.691,27157
american canyon,california,united states,38.17492,-122.2608,20554
paonta sahib,himachal pradesh,india,30.43666,77.62462,21787
landover,maryland,united states,38.934,-76.89664,23078
merton,england,united kingdom,52.55,0.81667,113
carballo,galicia,spain,43.213,-8.69104,30990
aeroport,bashkortostan republic,russia,54.57062,55.89552,200
ocean isle beach,north carolina,united states,33.89434,-78.42667,597
burewala,punjab,pakistan,30.16667,72.65,183915
san lorenzo,central,paraguay,-25.33968,-57.50879,227876
nara shi,nara,japan,34.68505,135.80485,367353
barpeta,assam,india,26.32293,91.00632,48824
lochem,gelderland,netherlands,52.15917,6.41111,12360
san remo,liguria,italy,43.81725,7.7772,47043
sobradinho,bahia,brazil,-12.83333,-39.1,19304
jhang sadr,punjab,pakistan,31.26981,72.31687,341210
succasunna,new jersey,united states,40.86843,-74.64044,9152
manavgat,antalya,turkey,36.78667,31.44306,99254
ylivieska,north ostrobothnia,finland,64.08333,24.55,13159
thorold,ontario,canada,43.11682,-79.19958,18801
struer,central jutland,denmark,56.49205,8.59397,11317
whitehouse station,new jersey,united states,40.61538,-74.77044,2089
nijlen,flanders,belgium,51.16096,4.67008,20792
chiniot,punjab,pakistan,31.72091,72.97836,201781
noisy le roi,ile de france,france,48.84445,2.06345,8218
shangqiu,henan,china,34.45,115.65,1536392
shediac,new brunswick,canada,46.21981,-64.54107,6664
mount horeb,wisconsin,united states,43.00861,-89.73846,7421
sao sebastiao,sao paulo,brazil,-23.76,-45.40972,76367
kherson,kherson oblast,ukraine,46.63695,32.61458,289096
cowansville,quebec,canada,45.20008,-72.74913,10887
montijo,district of setubal,portugal,38.70675,-8.97388,30011
moerdijk,north brabant,netherlands,51.70167,4.62639,1030
santa rosa de copan,copan,honduras,14.76667,-88.77917,27753
buraydah,al qassim region,saudi arabia,26.32599,43.97497,391336
gulshan,punjab,pakistan,30.2833,72.35,0
ungaran,central java,indonesia,-7.13972,110.405,127812
tena,napo,ecuador,-0.9938,-77.81286,17172
rosemount,minnesota,united states,44.73941,-93.12577,23413
eastgardens,new south wales,australia,-33.94509,151.22579,873
lawndale,california,united states,33.88724,-118.35257,33430
chandlers ford,hampshire,united kingdom,50.984,-1.3792,21436
fontenay aux roses,ile de france,france,48.79325,2.29275,24680
villeneuve le roi,ile de france,france,48.73684,2.40081,17575
le quesnoy,hauts de france,france,50.24797,3.63656,4897
hollister,missouri,united states,36.62117,-93.21546,4499
julich,north rhine westphalia,germany,50.92149,6.36267,33911
kasane,chobe,botswana,-17.80165,25.16024,9250
mansoura,tlemcen,algeria,34.86158,-1.33935,52285
ginsheim gustavsburg,hesse,germany,49.9711,8.34532,16043
riedisheim,grand est,france,47.74847,7.36716,12724
sasso marconi,emilia romagna,italy,44.40064,11.25177,6115
san pedro,calabarzon,philippines,14.3595,121.0473,270216
al aqabah,al aqabah,jordan,29.5167,35.0,140000
acerra,campania,italy,40.94477,14.3714,53578
salou,catalonia,spain,41.07663,1.14163,26775
winchester,kentucky,united states,37.99008,-84.17965,18446
lagoa santa,minas gerais,brazil,-19.63006,-43.9009,38486
flossmoor,illinois,united states,41.54281,-87.68477,9478
lehrte,lower saxony,germany,52.37193,9.97919,43920
bishops cleeve,england,united kingdom,51.94749,-2.06277,14231
100 mile house,british columbia,canada,51.64982,-121.28594,1980
ispra,lombardy,italy,45.8148,8.61294,4499
cerro de pasco,pasco,peru,-10.66748,-76.25668,78910
bresso,lombardy,italy,45.53792,9.18921,25712
jouy le moutier,ile de france,france,49.01068,2.04028,19087
frenchs forest,new south wales,australia,-33.74821,151.22322,13278
magny les hameaux,ile de france,france,48.74345,2.06154,9203
ado odo,ogun,nigeria,6.59546,2.94176,15442
heidelberg,gauteng,south africa,-26.50476,28.35921,64199
skillman,new jersey,united states,40.42011,-74.7146,242
arak,markazi,iran,34.09493,49.69809,503647
talant,bourgogne franche comte,france,47.33693,5.00888,12082
epe,gelderland,netherlands,52.3475,5.98333,33385
iligan,northern mindanao,philippines,8.2289,124.24344,342618
eilat,southern district,israel,29.55805,34.94821,52299
shikarpur,sindh,pakistan,27.95558,68.63823,156901
meyerton,gauteng,south africa,-26.5586,28.0986,0
rouyn noranda,quebec,canada,48.23656,-79.02311,23504
dubbo,new south wales,australia,-32.24295,148.60484,43516
moree,new south wales,australia,-29.46278,149.84157,9779
la ciotat,provence alpes cote d azur,france,43.17476,5.60449,33113
red oak,texas,united states,32.51764,-96.80444,12022
vermilion,alberta,canada,53.35409,-110.85849,4084
nemours,ile de france,france,48.27511,2.69078,13933
itaberaba,bahia,brazil,-12.5275,-40.30694,47301
lockhart,texas,united states,29.88494,-97.67,13446
juvisy sur orge,ile de france,france,48.68333,2.38333,12376
rosemere,quebec,canada,45.63338,-73.79919,14173
bolpur,west bengal,india,23.66278,87.69695,70998
legon,greater accra,ghana,5.65,-0.1833,0
lake bluff,illinois,united states,42.27891,-87.83424,5674
yokosuka,kanagawa,japan,35.28361,139.66722,428992
trindade,goias,brazil,-16.64944,-49.48889,97521
bartin,bartin,turkey,41.6344,32.3375,155016
spennymoor,england,united kingdom,54.6988,-1.60229,17766
linlithgow,scotland,united kingdom,55.97639,-3.60364,13320
quimperle,brittany,france,47.87215,-3.54994,12312
migdal ha emeq,northern district,israel,32.67597,35.23986,25675
matelica,the marches,italy,43.25788,13.0075,8891
banfield,buenos aires,argentina,-34.75,-58.3833,223898
ibarra,imbabura,ecuador,0.35171,-78.12233,132977
las mercedes,canary islands,spain,28.5195,-16.2953,0
north jackson,ohio,united states,41.1001,-80.8573,0
grambling,louisiana,united states,32.52765,-92.71404,5209
al batinah,ibb,yemen,14.1412,43.9639,0
new caney,texas,united states,30.1552,-95.2113,0
halol,gujarat,india,22.50321,73.47242,45741
khambhat,gujarat,india,22.31744,72.61916,81328
carabayllo,lima,peru,-11.8496,-77.0361,0
kinneret,northern district,israel,32.72264,35.5662,686
homyel,gomel oblast,belarus,52.4345,30.9754,480951
tula,tula,russia,54.19609,37.61822,468825
paradise,california,united states,39.75961,-121.62192,26476
ottumwa,iowa,united states,41.02001,-92.4113,24624
aurora,indiana,united states,39.057,-84.90134,3701
katlehong,gauteng,south africa,-26.3399,28.157,0
lekkerkerk,zuid holland,netherlands,51.8972,4.6828,7291
nanticoke,pennsylvania,united states,41.20536,-76.00492,10258
brixworth,england,united kingdom,52.32912,-0.9035,5228
santa cruz de la sierra,santa cruz,bolivia,-17.78629,-63.18117,1831434
taicang,jiangsu,china,31.44778,121.09389,831113
ilminster,england,united kingdom,50.92684,-2.91009,5808
moordrecht,zuid holland,netherlands,51.9861,4.6681,7932
fair haven,new jersey,united states,40.36067,-74.03819,6029
blackwater,queensland,australia,-23.58351,148.87912,6089
anuradhapura,north central,sri lanka,8.31223,80.41306,60943
tzaneen,limpopo,south africa,-23.83322,30.16351,16954
a e,yunnan,china,23.1561,102.795,0
le plessis pate,ile de france,france,48.61078,2.32318,4031
rustenburg,north west,south africa,-25.66756,27.24208,124064
amadora,lisbon,portugal,38.75382,-9.23083,178858
accrington,england,united kingdom,53.75379,-2.35863,35318
arcos,minas gerais,brazil,-20.28194,-45.53944,33355
leichhardt,new south wales,australia,-33.88341,151.15625,14373
bingham farms,michigan,united states,42.51587,-83.27326,1133
superior,wisconsin,united states,46.72077,-92.10408,26579
vanersborg,vastra gotaland,sweden,58.38075,12.3234,23119
taguatinga,distrito federal,brazil,-15.8103,-48.0653,0
boca chica,santo domingo,dominican republic,18.45,-69.6,46300
tamaulipas,tamaulipas,mexico,22.7202,-98.3232,0
boronia,victoria,australia,-37.86667,145.28333,21857
prahran,victoria,australia,-37.85114,144.99318,12823
eunapolis,bahia,brazil,-16.3775,-39.58028,114275
bolton,ontario,canada,43.8833,-79.7333,0
xianyang,shaanxi,china,34.33778,108.70261,1034081
lathrop,california,united states,37.8227,-121.27661,20866
sorrento,campania,italy,40.62678,14.37771,14724
popayan,cauca,colombia,2.43823,-76.61316,258653
warman,saskatchewan,canada,52.31679,-106.56791,10961
burleigh heads,queensland,australia,-28.1,153.45,10978
new freedom,pennsylvania,united states,39.73788,-76.70136,4585
tijucas,santa catarina,brazil,-27.24139,-48.63361,22481
ipswich,massachusetts,united states,42.67926,-70.84116,4222
charles town,west virginia,united states,39.28899,-77.85972,5899
kassala,kassala,sudan,15.45099,36.39998,401477
jagodina,central serbia,serbia,43.97713,21.26121,35589
fernandopolis,sao paulo,brazil,-20.28389,-50.24639,61931
orenburg,orenburg oblast,russia,51.7727,55.0988,550204
sirsa,haryana,india,29.53489,75.02898,181639
hawthorn,victoria,australia,-37.81992,145.0358,23051
laguna woods,california,united states,33.6103,-117.72533,16406
pinner,england,united kingdom,51.59384,-0.38216,19158
tolyatti,samara oblast,russia,53.5303,49.3461,702879
chillicothe,missouri,united states,39.79529,-93.55244,9487
maipu,mendoza,argentina,-32.9667,-68.75,0
redon,brittany,france,47.65165,-2.08421,9472
kerteminde,south denmark,denmark,55.44903,10.65769,5748
armenia,quindio,colombia,4.53389,-75.68111,315328
nandurbar,maharashtra,india,21.36671,74.24051,100703
vittorio veneto,veneto,italy,45.98026,12.30065,24789
amarante,porto,portugal,41.27271,-8.08245,6782
empalme,sonora,mexico,27.96166,-110.81411,42516
zonhoven,flanders,belgium,50.99064,5.36819,19922
espinho,aveiro,portugal,41.00763,-8.64125,32786
bitung,sulawesi utara,indonesia,1.4472,125.1978,218520
maricopa,arizona,united states,33.05811,-112.04764,48602
eschweiler,north rhine westphalia,germany,50.81854,6.27184,55778
sainte foy les lyon,auvergne rhone alpes,france,45.73375,4.80259,21893
mucuri,bahia,brazil,-18.08639,-39.55083,26775
fairhaven,massachusetts,united states,41.6376,-70.90365,16453
balma,occitanie,france,43.61111,1.49944,15553
easton,maryland,united states,38.77428,-76.07633,16617
tynaarlo,drenthe,netherlands,53.0775,6.61667,1530
esenyurt,istanbul,turkey,41.02697,28.67732,211330
kingstree,south carolina,united states,33.66766,-79.83063,3183
kjeller,akershus,norway,59.973,11.0468,0
rizal,calabarzon,philippines,14.10944,121.3936,4959
cham,zug,switzerland,47.18213,8.46358,13495
shelbyville,kentucky,united states,38.21201,-85.22357,15253
levittown,new york,united states,40.72593,-73.51429,51881
fourmies,hauts de france,france,50.01532,4.04784,14151
arbroath,scotland,united kingdom,56.56317,-2.58736,23640
dewas,madhya pradesh,india,22.96585,76.05526,261218
zhytomyr,zhytomyr,ukraine,50.26487,28.67669,263507
skurup,skane,sweden,55.47839,13.50186,8040
portao,rio grande do sul,brazil,-29.70167,-51.24194,21051
korsør,zealand,denmark,55.32993,11.13857,14516
hallein,salzburg,austria,47.68333,13.1,7208
sitamarhi,bihar,india,26.59357,85.4906,57095
tangshan,hebei,china,39.63333,118.18333,3372102
mount arlington,new jersey,united states,40.92593,-74.63488,5300
millbury,massachusetts,united states,42.19398,-71.76007,13606
aliaga,i zmir,turkey,38.79975,26.97203,44883
rizhao,shandong,china,35.41414,119.52908,661943
armstrong,british columbia,canada,50.44979,-119.20235,4275
saint raphael,provence alpes cote d azur,france,43.42332,6.7735,34918
suffield,connecticut,united states,41.9945,-72.6789,15688
mineiros,goias,brazil,-17.56944,-52.55111,38951
meyzieu,auvergne rhone alpes,france,45.76637,5.00277,28929
caloocan city,metro manila,philippines,14.64953,120.96788,1500000
vijayapura,rajasthan,india,28.4315,75.3072,0
columbus,mississippi,united states,33.49567,-88.42726,23168
asyut,asyut,egypt,27.18096,31.18368,528669
lugoff,south carolina,united states,34.22737,-80.68925,7434
cattenom,grand est,france,49.40627,6.24297,2417
bloomington,california,united states,34.07029,-117.39588,23851
catamarca,catamarca,argentina,-28.46957,-65.78524,188812
suez,suez,egypt,29.97371,32.52627,699541
northfield,minnesota,united states,44.4583,-93.1616,20380
binningen,basel landschaft,switzerland,47.54021,7.56932,14130
swellendam,western cape,south africa,-34.02262,20.44171,13674
bethal,mpumalanga,south africa,-26.45794,29.46553,60779
upper dir,khyber pakhtunkhwa,pakistan,35.2074,71.8768,29869
garoowe,nugaal,somalia,8.40207,48.48284,57300
grottaglie,apulia,italy,40.53694,17.43723,31320
koppal,karnataka,india,15.34522,76.15478,60868
le barp,nouvelle aquitaine,france,44.60784,-0.77318,4230
tapejara,rio grande do sul,brazil,-28.06806,-52.01389,14064
haifa,haifa,israel,32.58333,35.0,926700
norco,california,united states,33.93113,-117.54866,26289
meredith,new hampshire,united states,43.65757,-71.50035,1718
shelby,ohio,united states,40.88145,-82.66184,9058
leura,new south wales,australia,-33.71667,150.33333,4802
majalengka,west java,indonesia,-6.83611,108.22778,87732
tahlequah,oklahoma,united states,35.91537,-94.96996,16598
barcellona pozzo di gotto,sicily,italy,38.14772,15.21469,34598
ourem,santarem,portugal,39.64167,-8.5919,12729
karanganyar,sumatera selatan,indonesia,-4.1791,104.603,0
pulaski,virginia,united states,37.0479,-80.77979,8890
delfzijl,groningen,netherlands,53.33,6.91806,28649
biguglia,corsica,france,42.62692,9.42018,5552
gretz armainvilliers,ile de france,france,48.7412,2.73105,7831
st robert,missouri,united states,37.8244,-92.1532,6275
hesston,kansas,united states,38.13834,-97.43143,3813
la ricamarie,auvergne rhone alpes,france,45.40536,4.36944,7997
nuneaton,england,united kingdom,52.52323,-1.46523,92698
huehuetoca,mexico,mexico,19.82819,-99.2037,11948
dolbeau mistassini,quebec,canada,48.8786,-72.23142,12916
conception bay south,newfoundland and labrador,canada,47.49989,-52.99806,17087
mount shasta,california,united states,41.31024,-122.31225,3296
sitiawan,perak,malaysia,4.2168,100.6996,0
peterlee,england,united kingdom,54.76032,-1.33649,37015
goor,overijssel,netherlands,52.23333,6.58611,11460
morieres les avignon,provence alpes cote d azur,france,43.9403,4.9011,7001
samut songkhram,samut songkhram,thailand,13.41456,100.00264,35065
san juan de aznalfarache,andalusia,spain,37.35813,-6.03731,20779
jacksonville,alabama,united states,33.81382,-85.7613,12222
hastings,nebraska,united states,40.58612,-98.38839,24924
tatui,sao paulo,brazil,-23.35556,-47.85694,93580
pfaffenhofen an der ilm,bavaria,germany,48.53053,11.505,23192
dinteloord,north brabant,netherlands,51.635,4.36944,5105
dunakeszi,pest,hungary,47.63641,19.13864,30246
enkoping,uppsala,sweden,59.63607,17.07768,22553
carthage,new york,united states,43.97812,-75.60936,3591
minden,louisiana,united states,32.61543,-93.28684,12690
maadi,queensland,australia,-17.83179,145.99118,45
plainfield,illinois,united states,41.62697,-88.20395,42527
melun,ile de france,france,48.5457,2.65356,38953
milford,delaware,united states,38.91261,-75.42797,10252
santa barbara d oeste,sao paulo,brazil,-22.75361,-47.41361,188000
spring hill,tennessee,united states,35.75118,-86.93,36055
roselle,illinois,united states,41.98475,-88.07979,22994
coconut creek,florida,united states,26.25175,-80.17894,59302
salatiga,central java,indonesia,-7.33194,110.49278,172645
melissa,texas,united states,33.28595,-96.57277,7436
cienega de flores,nuevo leon,mexico,25.95467,-100.16695,15162
riom,auvergne rhone alpes,france,45.89362,3.11264,20142
barakaldo,basque country,spain,43.29639,-2.98813,98460
yanbu,medina region,saudi arabia,24.08954,38.0618,200161
evendale,ohio,united states,39.25617,-84.418,2767
talisay,central visayas,philippines,11.24504,124.05491,4117
cosmopolis,sao paulo,brazil,-22.64583,-47.19611,47772
el bosque,region metropolitana,chile,-33.5667,-70.7,0
matamoros,coahuila de zaragoza,mexico,25.533,-103.25,48511
anyang,henan,china,36.096,114.38278,1146839
jhunjhunun,rajasthan,india,28.12559,75.39797,113193
seaford,victoria,australia,-38.1,145.13333,16148
frankston,victoria,australia,-38.14458,145.12291,36239
venissieux,auvergne rhone alpes,france,45.69706,4.88593,57584
bamber bridge,lancashire,united kingdom,53.7281,-2.6606,12126
carlos barbosa,rio grande do sul,brazil,-29.2975,-51.50361,19105
wildwood,florida,united states,28.86542,-82.04058,6590
san pedro,jalisco,mexico,20.22687,-103.41488,1242
tarboro,north carolina,united states,35.89682,-77.5358,11164
augusta,sicily,italy,37.24065,15.22121,30723
perry,florida,united states,30.11766,-83.58274,7055
eggenstein leopoldshafen,baden wurttemberg,germany,49.09006,8.39879,15189
estepona,andalusia,spain,36.42764,-5.14589,65592
show low,arizona,united states,34.25421,-110.02983,10860
porbandar,gujarat,india,21.64219,69.60929,138872
annandale,new jersey,united states,40.64093,-74.88128,1695
malolos,central luzon,philippines,14.8443,120.81039,198748
altendorf,schwyz,switzerland,47.18994,8.83823,5280
sambhal,uttar pradesh,india,28.58498,78.56959,196109
irbid,irbid,jordan,32.5,35.83333,942069
babahoyo,los rios,ecuador,-1.80217,-79.53443,76279
sikeston,missouri,united states,36.87672,-89.58786,16436
ouargla,ouargla,algeria,31.94932,5.32502,129402
catano,catano,puerto rico,18.44134,-66.11822,28093
lincolnwood,illinois,united states,42.00448,-87.73006,12646
turbo,antioquia,colombia,8.09263,-76.72822,50508
penampang,sabah,malaysia,5.9084,116.1098,0
esposende,braga,portugal,41.5361,-8.78201,34625
schorndorf,bavaria,germany,49.16041,12.59316,2554
harnes,hauts de france,france,50.44643,2.90481,13569
le plessis trevise,ile de france,france,48.81074,2.57363,18618
oregon,ohio,united states,41.64366,-83.48688,20102
holstebro,central jutland,denmark,56.36009,8.61607,32072
toamasina,atsinanana,madagascar,-18.1492,49.40234,206373
murrysville,pennsylvania,united states,40.4284,-79.69755,20134
ecatepec de morelos,mexico,mexico,19.60492,-99.06064,1655015
belconnen,australian capital territory,australia,-35.23798,149.06627,6621
belle plaine,minnesota,united states,44.62274,-93.76857,6918
venado tuerto,santa fe,argentina,-33.74556,-61.96885,72340
riverwoods,illinois,united states,42.16753,-87.89701,3643
deva,hunedoara,romania,45.88333,22.9,67802
dorking,england,united kingdom,51.23228,-0.3338,17747
osmanabad,maharashtra,india,18.18158,76.03889,85521
scott air force base,illinois,united states,38.5427,-89.85035,3612
cengkareng,jakarta,indonesia,-6.1497,106.7217,0
fresnillo,zacatecas,mexico,23.18126,-102.87136,120944
gond pontouvre,nouvelle aquitaine,france,45.68333,0.16667,6218
panvel,maharashtra,india,18.98878,73.11013,128046
vargarda,vastra gotaland,sweden,58.03706,12.80907,5384
quetzaltenango,quetzaltenango,guatemala,14.83472,-91.51806,132230
serres castet,nouvelle aquitaine,france,43.38647,-0.35497,3290
santa fe,texas,united states,29.37801,-95.10576,13037
chambly,quebec,canada,45.45008,-73.28246,22608
shepherdsville,kentucky,united states,37.9884,-85.71579,11967
bezons,ile de france,france,48.92426,2.2128,27570
talara,piura,peru,-4.57722,-81.27194,99074
saint avold,grand est,france,49.10465,6.70402,18281
chateaulin,brittany,france,48.19522,-4.09365,5379
hameln,lower saxony,germany,52.10397,9.35623,58666
sherwood,oregon,united states,45.35651,-122.8401,19283
sauk centre,minnesota,united states,45.73747,-94.95252,4357
long beach,new york,united states,40.58844,-73.65791,33550
corsico,lombardy,italy,45.43099,9.11093,33669
andover,minnesota,united states,45.2333,-93.29134,32213
bernay,normandy,france,49.08888,0.59858,12399
oensingen,solothurn,switzerland,47.28764,7.71612,4609
pompton lakes,new jersey,united states,41.00538,-74.2907,11202
roebuck,south carolina,united states,34.87957,-81.96621,2200
noordwijk,groningen,netherlands,53.17,6.25694,235
lindenhurst,new york,united states,40.68677,-73.37345,27277
la plata,maryland,united states,38.52929,-76.97525,9125
lumajang,east java,indonesia,-8.1335,113.2248,123626
saint paul,hauts de france,france,49.42962,2.00755,1509
montbard,bourgogne franche comte,france,47.62294,4.337,5737
odivelas,lisbon,portugal,38.79269,-9.1838,54624
drøbak,viken,norway,59.66333,10.62975,11363
langon,nouvelle aquitaine,france,44.55277,-0.24986,7102
bound brook,new jersey,united states,40.56844,-74.53849,10497
hoensbroek,limburg,netherlands,50.92387,5.92528,25000
vibo valentia,calabria,italy,38.67618,16.10094,19263
dimapur,nagaland,india,25.91174,93.7217,135860
nacala,nampula,mozambique,-14.56257,40.68538,224795
nes ziyyona,central,israel,31.9333,34.8,50200
pithiviers,centre,france,48.17185,2.25185,9659
cwmbran,wales,united kingdom,51.65446,-3.02281,48157
dayton,texas,united states,30.04661,-94.8852,7575
amol,mazandaran,iran,36.46961,52.35072,199382
ain temouchent,ain temouchent,algeria,35.29749,-1.14037,57354
altamira,para,brazil,-3.20333,-52.20639,70888
pueblo libre,loreto,peru,-3.96606,-73.18572,49
montgermont,brittany,france,48.15566,-1.71662,3012
cernusco sul naviglio,lombardy,italy,45.52526,9.33297,29078
coamo,coamo,puerto rico,18.07996,-66.35795,11940
oban,scotland,united kingdom,56.41535,-5.47184,8540
masaya,masaya,nicaragua,11.97444,-86.09417,130113
vernier,geneva,switzerland,46.21702,6.08497,30086
grimbergen,flanders,belgium,50.93409,4.37213,37000
sarnen,obwalden,switzerland,46.89611,8.24531,9410
baillargues,occitanie,france,43.66126,4.01283,6570
scituate,massachusetts,united states,42.19593,-70.72587,5245
livingston,texas,united states,30.71103,-94.93299,5172
tyrone,pennsylvania,united states,40.67062,-78.23862,5353
batang,central java,indonesia,-6.4846,110.7083,115537
