city,state,country,latitude,longitude,population
spankeren,gelderland,netherlands,52.05833,6.1125,775
wesseling,north rhine westphalia,germany,50.82709,6.9747,35665
schkeuditz,saxony,germany,51.39678,12.22141,18487
eijsden,limburg,netherlands,50.78,5.7177,11795
keasbey,new jersey,united states,40.5143,-74.3078,0
dover,ohio,united states,40.52062,-81.47401,12899
linfen,shanxi,china,36.08889,111.51889,959198
osterley,england,united kingdom,51.48026,-0.35401,13031
kyle,texas,united states,29.98911,-97.87723,35733
gandhidham,gujarat,india,23.08333,70.13333,166388
thai nguyen,thai nguyen,vietnam,21.59422,105.84817,249004
gallup,new mexico,united states,35.52808,-108.74258,23240
frechen,north rhine westphalia,germany,50.91485,6.8118,48733
voisins le bretonneux,ile de france,france,48.75793,2.05137,13486
thabazimbi,limpopo,south africa,-24.59165,27.41155,10365
aurillac,auvergne rhone alpes,france,44.92539,2.43983,34724
uniao da vitoria,parana,brazil,-26.23,-51.08639,48741
tumbler ridge,british columbia,canada,55.13027,-120.99415,2454
waynesville,missouri,united states,37.82865,-92.20072,5374
gland,vaud,switzerland,46.42082,6.2701,10641
beauvais,hauts de france,france,49.43333,2.08333,53393
lanus,buenos aires,argentina,-34.7,-58.4,459263
universal city,texas,united states,29.54801,-98.29112,19986
dandenong,victoria,australia,-37.98333,145.2,30193
riverwood,new south wales,australia,-33.94725,151.04973,12059
baie comeau,quebec,canada,49.21679,-68.14894,21536
les abymes,guadeloupe,guadeloupe,16.273,-61.50507,63058
badin,sindh,pakistan,24.656,68.837,73569
lihue,hawaii,united states,21.98121,-159.3721,6455
humacao,humacao,puerto rico,18.14968,-65.82738,20387
emerainville,ile de france,france,48.81276,2.62139,7002
la tour de salvagny,auvergne rhone alpes,france,45.81374,4.7167,3625
staffanstorp,skane,sweden,55.64277,13.20638,15373
pikine,dakar,senegal,14.76457,-17.39071,874062
ibirite,minas gerais,brazil,-20.02194,-44.05889,141374
castel san pietro terme,emilia romagna,italy,44.39854,11.58546,11081
tartu,tartu,estonia,58.38062,26.72509,101092
yorktown,virginia,united states,37.23876,-76.50967,195
cape coast,central,ghana,5.10535,-1.2466,143015
phalsbourg,grand est,france,48.76771,7.2582,4663
crete,illinois,united states,41.44448,-87.63143,8191
north pole,alaska,united states,64.75111,-147.34944,2189
lorrach,baden wurttemberg,germany,47.61497,7.66457,47002
richmond,texas,united states,29.58218,-95.76078,12138
tigre,buenos aires,argentina,-34.42603,-58.57962,31106
over,england,united kingdom,53.18333,-2.55,2804
hurlingham,buenos aires,argentina,-34.5904,-58.62904,60000
policoro,basilicate,italy,40.2128,16.67795,11810
malakoff,ile de france,france,48.81999,2.29998,29420
alverca,lisboa,portugal,38.899,-9.0386,0
riverdale,new jersey,united states,40.99399,-74.30348,4273
pico rivera,california,united states,33.98307,-118.09673,64218
la reina,region metropolitana,chile,-33.45,-70.55,92787
stone ridge,new york,united states,41.85315,-74.13903,1173
saladillo,buenos aires,argentina,-35.6371,-59.7779,0
thatta,sindh,pakistan,24.74745,67.92353,44302
rincon de la victoria,andalusia,spain,36.71715,-4.27583,38666
driebergen rijsenburg,utrecht,netherlands,52.05333,5.28056,18553
hendek,sakarya,turkey,40.79944,30.74806,35257
louviers,normandy,france,49.21667,1.16667,19220
shirley,new york,united states,40.80149,-72.8676,27854
north hampton,new hampshire,united states,42.97259,-70.82978,4721
ostroda,warmia masuria,poland,53.69671,19.96486,33524
lutterbach,grand est,france,47.75976,7.28032,6180
forked river,new jersey,united states,39.83984,-74.19014,5244
jatai,goias,brazil,-17.87939,-51.72166,76547
lannach,styria,austria,46.94611,15.33722,1334
joliette,quebec,canada,46.0164,-73.4236,34772
lumberton,new jersey,united states,39.9569,-74.8035,12232
lyndonville,vermont,united states,44.53367,-72.00315,1190
hinsdale,illinois,united states,41.80086,-87.93701,17628
woodbury,connecticut,united states,41.54454,-73.209,9755
porto novo,oueme,benin,6.49646,2.60359,234168
landerneau,brittany,france,48.4515,-4.25175,16052
spooner,wisconsin,united states,45.82245,-91.88934,2586
montevrain,ile de france,france,48.87415,2.75114,3442
wauseon,ohio,united states,41.54922,-84.14161,7316
nadiad,gujarat,india,22.69385,72.86157,202067
porto torres,sardinia,italy,40.83375,8.40531,21653
jamestown,rhode island,united states,41.49705,-71.36728,5755
ambler,pennsylvania,united states,40.15455,-75.22157,6505
pegognaga,lombardy,italy,44.99456,10.85967,4676
rots,normandy,france,49.21235,-0.47319,1417
ponta delgada,azores,portugal,37.73952,-25.66874,20056
la palma,california,united states,33.8464,-118.04673,15904
huntsville,ontario,canada,45.33341,-79.21632,19816
rahway,new jersey,united states,40.60816,-74.27765,29508
newport,vermont,united states,44.93644,-72.2051,4442
colfax,north carolina,united states,36.1126,-80.0145,0
belen de escobar,buenos aires,argentina,-34.3333,-58.8167,0
burlington,connecticut,united states,41.7598,-72.9589,9659
santo antonio de jesus,bahia,brazil,-12.96889,-39.26139,73957
folsom,california,united states,38.67796,-121.17606,76375
bankura,west bengal,india,23.23241,87.0716,133966
mielec,subcarpathia,poland,50.28709,21.4239,60993
sale,trafford,united kingdom,53.424,-2.322,134022
katunayaka,western,sri lanka,7.16992,79.88837,84643
borehamwood,england,united kingdom,51.65468,-0.27762,32176
biberach,baden wurttemberg,germany,48.61008,8.27704,3257
berea,ohio,united states,41.36616,-81.8543,18874
sattledt,upper austria,austria,48.07372,14.05478,1255
buffalo,wyoming,united states,44.34831,-106.69894,4632
vandœuvre les nancy,grand est,france,48.66115,6.17114,31785
claremont,western australia,australia,-31.97961,115.7823,8033
morlaix,brittany,france,48.57784,-3.82792,17516
ticonderoga,new york,united states,43.84867,-73.42345,3382
audincourt,bourgogne franche comte,france,47.48327,6.85341,15577
tocopilla,antofagasta,chile,-22.09198,-70.19792,24460
chessington,england,united kingdom,51.3624,-0.30427,19433
segrate,lombardy,italy,45.49185,9.29812,28296
gummersbach,north rhine westphalia,germany,51.02608,7.56473,53131
clintonville,wisconsin,united states,44.62053,-88.76232,4455
dixon,illinois,united states,41.83892,-89.47955,15319
fresno,texas,united states,29.53885,-95.44744,19069
seinajoki,south ostrobothnia,finland,62.79446,22.82822,32149
running springs,california,united states,34.20779,-117.1092,4862
madison,alabama,united states,34.69926,-86.74833,46962
charleville mezieres,grand est,france,49.7685,4.72487,52415
wangara,western australia,australia,-31.79143,115.82027,37
cajamarca,cajamarca,peru,-6.25,-78.83333,1359023
blackwood,new jersey,united states,39.80234,-75.06406,4545
halden,viken,norway,59.12478,11.38754,21970
borgo san dalmazzo,piedmont,italy,44.33785,7.4931,11128
wareham,massachusetts,united states,41.7662,-70.6999,22641
duncanville,texas,united states,32.6518,-96.90834,39826
bluffton,south carolina,united states,32.23715,-80.86039,16728
kostroma,kostroma oblast,russia,57.76647,40.92686,277656
new hartford,new york,united states,43.0734,-75.28767,1844
balmain,new south wales,australia,-33.85481,151.1833,10305
ronneby,blekinge,sweden,56.20999,15.27602,12612
osun,ekiti,nigeria,7.9778,5.0918,0
le neubourg,normandy,france,49.15048,0.9102,3947
san felipe,valparaiso,chile,-32.74976,-70.72584,59294
błonie,mazovia,poland,52.19849,20.61709,12195
coos bay,oregon,united states,43.3665,-124.21789,16182
hainesport,new jersey,united states,39.9767,-74.8369,6010
san dimas,california,united states,34.10668,-117.80673,34630
brunn am gebirge,lower austria,austria,48.10697,16.28466,11864
coupeville,washington,united states,48.21982,-122.68628,1887
crestview,florida,united states,30.76213,-86.57051,23270
douarnenez,brittany,france,48.09542,-4.32904,16590
jalna,maharashtra,india,19.84102,75.88636,262034
balikpapan,east kalimantan,indonesia,-1.26753,116.82887,433866
copacabana,antioquia,colombia,6.34633,-75.50888,49169
whistler,british columbia,canada,50.11817,-122.95396,8713
weinfelden,thurgau,switzerland,47.56667,9.1,9414
winchester,indiana,united states,40.17199,-84.98135,4769
fulham,england,united kingdom,51.48026,-0.1993,87161
karimganj,assam,india,24.86919,92.35543,55290
mouscron,wallonia,belgium,50.74497,3.20639,52069
englewood cliffs,new jersey,united states,40.88538,-73.95236,5403
elkton,virginia,united states,38.4079,-78.62363,2809
tallassee,alabama,united states,32.53597,-85.89329,4778
platte city,missouri,united states,39.37028,-94.78246,4833
simrishamn,skane,sweden,55.55653,14.35037,6779
grafton,wisconsin,united states,43.31973,-87.95342,11527
mount vernon,iowa,united states,41.92195,-91.41684,4486
fernando de la mora,central,paraguay,-25.3386,-57.52167,120167
kiryat ono,tel aviv,israel,32.06124,34.85618,39986
kenai,alaska,united states,60.55444,-151.25833,7661
aviemore,scotland,united kingdom,57.19553,-3.8259,3150
kladno,central bohemia,czechia,50.14734,14.10285,70003
quatro barras,parana,brazil,-25.36556,-49.07694,17526
binan,calabarzon,philippines,14.34267,121.08071,300000
saint mande,ile de france,france,48.83864,2.41579,21261
newmarket,new hampshire,united states,43.08286,-70.93506,5297
walton on thames,england,united kingdom,51.38678,-0.41319,22834
tarapoto,san martin,peru,-6.4833,-76.3667,240453
lunen,north rhine westphalia,germany,51.61634,7.52872,91009
monmouth,wales,united kingdom,51.81265,-2.71363,10110
marion,indiana,united states,40.55837,-85.65914,29081
pully,vaud,switzerland,46.51027,6.66183,16263
dakar,dakar,senegal,14.76667,-17.28333,2431062
vic,catalonia,spain,41.93012,2.25486,39844
belton,missouri,united states,38.81195,-94.5319,23168
motala,ostergotland,sweden,58.53706,15.03649,30944
winnersh,wokingham,united kingdom,51.4281,-0.8794,0
lincolnshire,illinois,united states,42.19002,-87.9084,7282
pombal,leiria,portugal,39.91674,-8.62847,17355
brockport,new york,united states,43.21367,-77.93918,8357
rindge,new hampshire,united states,42.7512,-72.0098,6049
covilha,castelo branco,portugal,40.28106,-7.50504,17610
crowley,texas,united states,32.57903,-97.36252,14853
lake stevens,washington,united states,48.0151,-122.06374,30886
constantine,constantine,algeria,36.365,6.61472,450097
germantown,tennessee,united states,35.08676,-89.81009,39240
khairpur,sindh,pakistan,28.06437,69.70363,40083
prospect heights,illinois,united states,42.0953,-87.93757,16386
nemby,central,paraguay,-25.3949,-57.53574,94641
kempten allgau,bavaria,germany,47.72674,10.31389,61399
la ligua,valparaiso,chile,-32.45242,-71.23106,24857
omak,washington,united states,48.41099,-119.52755,4854
mandeville,manchester,jamaica,18.04168,-77.50714,47115
belchertown,massachusetts,united states,42.27704,-72.40092,2899
holly springs,mississippi,united states,34.7676,-89.44869,7610
chicago heights,illinois,united states,41.50615,-87.6356,30284
marilao,central luzon,philippines,14.75778,120.94833,83276
beacon,new york,united states,41.50482,-73.96958,14347
stone,staffordshire,united kingdom,52.9,-2.15,16385
circle pines,minnesota,united states,45.14858,-93.15161,4958
inverness,florida,united states,28.83582,-82.33037,7233
stadtallendorf,hesse,germany,50.82261,9.01294,21720
marica,rio de janeiro,brazil,-22.91944,-42.81861,79551
sroda slaska,lower silesia,poland,51.16406,16.59508,8912
mena,arkansas,united states,34.58622,-94.23966,5653
passy,auvergne rhone alpes,france,45.92341,6.69562,11613
alice,texas,united states,27.75225,-98.06972,19408
cergy pontoise,ile de france,france,49.03894,2.07805,183430
south windsor,connecticut,united states,41.82371,-72.6212,24412
berchem,flanders,belgium,50.79017,3.51317,2423
fredericksburg,texas,united states,30.2752,-98.87198,11094
northborough,massachusetts,united states,42.31954,-71.64118,6167
hayden,idaho,united states,47.76602,-116.78658,14133
muzaffarpur,bihar,india,26.12259,85.39055,333200
decines charpieu,auvergne rhone alpes,france,45.76873,4.95883,24674
peterborough,ontario,canada,44.30012,-78.31623,81032
chelsea,massachusetts,united states,42.39176,-71.03283,39398
palm beach,florida,united states,26.70562,-80.03643,8612
drayton valley,alberta,canada,53.21682,-114.98544,6099
franklin square,new york,united states,40.70732,-73.67596,29320
shawnee,kansas,united states,39.04167,-94.72024,65046
beersheba,southern district,israel,31.25181,34.7913,186600
mo i rana,nordland,norway,66.31278,14.14278,17853
zebulon,north carolina,united states,35.82432,-78.31472,4964
waukee,iowa,united states,41.61166,-93.88523,18990
pennington,new jersey,united states,40.32844,-74.79072,2598
coronado,california,united states,32.68589,-117.18309,24812
southampton,new york,united states,40.88427,-72.38953,3265
caseros,entre rios,argentina,-32.46325,-58.47872,2109
lemoore,california,united states,36.30078,-119.78291,25647
reidsville,north carolina,united states,36.35486,-79.66447,14067
kamra,punjab,pakistan,33.74698,73.51229,43779
sylvania,ohio,united states,41.71894,-83.71299,18965
newquay,england,united kingdom,50.41557,-5.07319,20189
caieiras,sao paulo,brazil,-23.36417,-46.74056,87188
floral park,new york,united states,40.72371,-73.70485,15969
holbrook,new york,united states,40.81232,-73.07844,27195
cherry point,british columbia,canada,48.71216,-123.55872,582
førde,vestland,norway,61.45217,5.85717,8510
ra ananna,central,israel,32.1833,34.8667,74000
knysna,western cape,south africa,-34.03627,23.04713,68659
epinal,grand est,france,48.18324,6.45304,39518
jalpaiguri,west bengal,india,26.51667,88.73333,107832
tiruvannamalai,tamil nadu,india,12.22662,79.07461,138243
nagaur,rajasthan,india,27.20201,73.73394,96847
i negol,bursa,turkey,40.07806,29.51333,133959
valcourt,grand est,france,48.61694,4.90721,736
union,new jersey,united states,40.6976,-74.2632,56771
mission hills,california,united states,34.68609,-120.43683,3576
rolle,vaud,switzerland,46.4582,6.33499,4425
purfleet,thurrock,united kingdom,51.48,0.25,0
beloeil,quebec,canada,45.56839,-73.20568,18927
droitwich,england,united kingdom,52.26667,-2.15,23834
marcianise,campania,italy,41.03064,14.29868,40239
belgrano,buenos aires f d,argentina,-34.5627,-58.45829,138942
edgewater,new jersey,united states,40.82704,-73.97569,12034
east rochester,new york,united states,43.10867,-77.4875,6666
highlands ranch,colorado,united states,39.55388,-104.96943,96713
brecksville,ohio,united states,41.31978,-81.62679,13440
miles city,montana,united states,46.40834,-105.84056,8796
pismo beach,california,united states,35.14275,-120.64128,8162
berkel en rodenrijs,south holland,netherlands,51.99313,4.47865,20189
uddel,gelderland,netherlands,52.25917,5.78056,1865
newington,connecticut,united states,41.69788,-72.72371,30562
monmouth,illinois,united states,40.91143,-90.64736,9291
bagnols sur ceze,occitanie,france,44.16259,4.61974,19640
fountain,colorado,united states,38.68222,-104.70081,27767
bryn mawr,pennsylvania,united states,40.30396,-80.08672,5009
otta,innlandet,norway,61.7712,9.53529,1602
lewistown,pennsylvania,united states,40.59924,-77.57138,8271
northfield,vermont,united states,44.15117,-72.6565,2101
calderara di reno,emilia romagna,italy,44.56307,11.27111,6287
bouffere,pays de la loire,france,46.96179,-1.33965,1892
najran,najran region,saudi arabia,17.49326,44.12766,258573
hinwil,zurich,switzerland,47.29426,8.84393,5488
dasmarinas,calabarzon,philippines,14.32944,120.93667,441876
monroe,ohio,united states,39.44034,-84.36216,13393
indian head,maryland,united states,38.60012,-77.1622,3857
clarksburg,west virginia,united states,39.28065,-80.34453,16152
mittagong,new south wales,australia,-34.45002,150.44572,5725
arkadelphia,arkansas,united states,34.12093,-93.05378,10745
montigny les cormeilles,ile de france,france,48.98201,2.20035,17910
erp,north brabant,netherlands,51.6,5.60694,3600
lhasa,tibet,china,29.65,91.1,118721
emmen,lucerne,switzerland,47.07819,8.27331,26889
czechowice dziedzice,silesia,poland,49.91342,19.00479,34703
wan chai,wan chai,china,22.27702,114.17232,155196
rohtak,haryana,india,28.89447,76.58917,317245
boden,norrbotten,sweden,65.82518,21.68864,16830
betzdorf,rheinland pfalz,germany,50.79094,7.87189,10560
dharamsala,himachal pradesh,india,32.22006,76.32013,19540
gatesville,texas,united states,31.43516,-97.74391,15724
westerly,rhode island,united states,41.3776,-71.82729,17936
bailey,colorado,united states,39.4055,-105.4733,0
casselberry,florida,united states,28.67778,-81.32785,27056
hilmar,california,united states,37.4085,-120.8502,0
cavaillon,provence alpes cote d azur,france,43.83125,5.03586,26689
varel,lower saxony,germany,53.39693,8.13621,25212
morton,illinois,united states,40.61282,-89.45926,16306
herouville saint clair,normandy,france,49.21088,-0.30653,24258
fort st john,british columbia,canada,56.24988,-120.85292,20155
carlow,leinster,ireland,52.84083,-6.92611,20055
chiasso,ticino,switzerland,45.83203,9.03119,8060
skara,vastra gotaland,sweden,58.38659,13.43836,11437
gotene,vastra gotaland,sweden,58.52824,13.49458,5027
cambridge,waikato,new zealand,-37.87822,175.4402,15192
lapeer,michigan,united states,43.05142,-83.31883,8790
hamilton,new south wales,australia,-32.92207,151.74711,4187
canterbury,england,united kingdom,51.27904,1.07992,55240
kensington,maryland,united states,39.02567,-77.07637,2330
ciudad bolivar,bolivar,venezuela,8.12923,-63.54086,431481
hedensted,central jutland,denmark,55.77043,9.7011,10048
cambe,parana,brazil,-23.27583,-51.27833,91080
guiseley,england,united kingdom,53.87561,-1.71232,21000
turek,greater poland,poland,52.01548,18.50055,29533
scandicci,tuscany,italy,43.75423,11.18794,44951
riviera beach,florida,united states,26.77534,-80.0581,34005
brevard,north carolina,united states,35.23345,-82.73429,7735
combs la ville,ile de france,france,48.66497,2.56957,22322
white bear lake,minnesota,united states,45.08469,-93.00994,25205
triel sur seine,ile de france,france,48.97818,2.00743,12574
itapissuma,pernambuco,brazil,-7.77639,-34.89222,16673
sale,victoria,australia,-38.11095,147.06802,13456
warrenton,missouri,united states,38.81144,-91.14154,8106
caerphilly,wales,united kingdom,51.57452,-3.218,31060
embu guacu,sao paulo,brazil,-23.83222,-46.81139,76310
grasten,south denmark,denmark,54.91918,9.59523,4228
medina,medina region,saudi arabia,24.46861,39.61417,1300000
fort edward,new york,united states,43.26702,-73.58456,3277
saguenay,quebec,canada,48.41675,-71.06573,143692
wilmore,kentucky,united states,37.86202,-84.66161,6247
dunn,north carolina,united states,35.30627,-78.6089,9723
alton,illinois,united states,38.8906,-90.18428,27003
kalyan,maharashtra,india,19.2437,73.13554,1262255
timur,jawa barat,indonesia,-6.8888,108.6419,0
puente alto,region metropolitana,chile,-33.6167,-70.5833,573935
adana,adana,turkey,36.985,35.28809,2149260
rovigo,veneto,italy,45.06982,11.79022,39347
east maitland,new south wales,australia,-32.75,151.58333,11562
sannois,ile de france,france,48.96667,2.25,26869
olot,catalonia,spain,42.18096,2.49012,33524
eching,bavaria,germany,48.5,12.06667,3516
lattes,occitanie,france,43.56775,3.90279,17390
ambridge,pennsylvania,united states,40.58923,-80.22506,6859
taos,new mexico,united states,36.40725,-105.57307,5740
holdrege,nebraska,united states,40.44029,-99.36982,5561
norwich,vermont,united states,43.71535,-72.30787,878
anglet,nouvelle aquitaine,france,43.48921,-1.51921,40658
antigo,wisconsin,united states,45.14025,-89.15234,7869
wolfenbuttel,lower saxony,germany,52.16442,10.54095,54740
decatur,alabama,united states,34.60593,-86.98334,55437
cornwall,new york,united states,41.44482,-74.0157,2966
narbonne,occitanie,france,43.18396,3.00141,50776
maddaloni,campania,italy,41.03578,14.3823,34546
eustis,florida,united states,28.85277,-81.68535,19986
north salt lake,utah,united states,40.84856,-111.90688,19796
piedras negras,coahuila,mexico,28.70007,-100.52353,150178
metro,lampung,indonesia,-5.11306,105.30667,149526
wevelgem,flanders,belgium,50.8,3.16667,30954
marne la vallee,ile de france,france,48.8322,2.6331,0
willingboro,new jersey,united states,40.02789,-74.86905,31668
saint martin boulogne,hauts de france,france,50.72691,1.61864,12414
foley,minnesota,united states,45.66469,-93.9097,2656
næstved,zealand,denmark,55.22992,11.76092,40660
lebanon,ohio,united states,39.43534,-84.20299,20623
magna,utah,united states,40.70911,-112.10161,26505
davos,grisons,switzerland,46.80429,9.83723,11024
salem,missouri,united states,37.6456,-91.53598,4992
sheboygan falls,wisconsin,united states,43.73197,-87.82213,7840
chester,virginia,united states,37.35682,-77.44165,20987
lins,sao paulo,brazil,-21.67861,-49.7425,69451
williston,vermont,united states,44.43755,-73.06818,8314
rijkevorsel,flanders,belgium,51.34795,4.76053,10606
beringen,flanders,belgium,51.04954,5.22606,40930
coopersburg,pennsylvania,united states,40.51149,-75.39046,2421
isabela,isabela,puerto rico,18.50078,-67.02435,12505
ntinda,kampala,uganda,0.3495,32.6158,0
waupaca,wisconsin,united states,44.35803,-89.08595,6014
palatka,florida,united states,29.64858,-81.63758,10390
alhama de murcia,murcia,spain,37.85103,-1.42507,19860
epe,lagos,nigeria,6.58412,3.98336,84711
rehoboth beach,delaware,united states,38.72095,-75.07601,1458
bethpage,new york,united states,40.74427,-73.48207,16429
germantown,maryland,united states,39.17316,-77.27165,86395
ridgefield,connecticut,united states,41.28148,-73.49818,7645
midland,ontario,canada,44.7501,-79.88296,24353
clarkston,michigan,united states,42.73586,-83.41883,1035
worms,rheinland pfalz,germany,49.63278,8.35916,81099
rockland,massachusetts,united states,42.13066,-70.91616,17982
araguari,minas gerais,brazil,-18.64722,-48.18722,96565
ninove,flanders,belgium,50.82776,4.02657,34795
renningen,baden wurttemberg,germany,48.76974,8.93871,17442
bani suwayf,beni suweif,egypt,29.07441,31.09785,273151
pampa,texas,united states,35.53616,-100.95987,18177
skarhamn,vastra gotaland,sweden,57.98665,11.55742,3495
krusevac,central serbia,serbia,43.58,21.33389,75256
baroda,chhattisgarh,india,21.2968,81.7117,0
cuddalore,tamil nadu,india,11.75617,79.76693,173636
aledo,texas,united states,32.69596,-97.60225,3412
manitowoc,wisconsin,united states,44.08861,-87.65758,33010
lahnstein,rheinland pfalz,germany,50.3,7.61667,18749
wilmington,illinois,united states,41.30781,-88.14672,5694
lliria,valencia,spain,39.62894,-0.59783,22972
marysville,california,united states,39.14573,-121.59135,12216
juneau,alaska,united states,58.30194,-134.41972,32756
garching bei munchen,bavaria,germany,48.25,11.65,17711
dole,bourgogne franche comte,france,47.09225,5.48966,25878
dera ismail khan,khyber pakhtunkhwa,pakistan,31.83129,70.9017,101616
orono,maine,united states,44.88312,-68.67198,9474
agde,occitanie,france,43.31083,3.47583,23001
orkanger,sor trondelag,norway,63.3122,9.8533,2874
carmona,calabarzon,philippines,14.3132,121.0576,55887
alton,england,united kingdom,51.14931,-0.97469,16584
mount lawley,western australia,australia,-31.93439,115.8716,11030
alagoinhas,bahia,brazil,-12.13556,-38.41917,122688
johnstown,colorado,united states,40.33693,-104.9122,14896
amherst,nova scotia,canada,45.83345,-64.19874,9413
pathankot,punjab,india,32.27484,75.65287,174306
urbana,illinois,united states,40.11059,-88.20727,42311
sandy hook,connecticut,united states,41.4127,-73.2439,0
vinita,oklahoma,united states,36.63869,-95.15413,5643
piatra neamt,neamt,romania,46.91667,26.33333,102688
geldermalsen,gelderland,netherlands,51.88083,5.28889,25734
pucallpa,ucayali,peru,-8.37915,-74.55387,310750
cynthiana,kentucky,united states,38.39035,-84.2941,6423
erkelenz,north rhine westphalia,germany,51.07947,6.31531,44650
mullingar,westmeath,ireland,53.5333,-7.35,0
wangen,baden wurttemberg,germany,47.6895,9.83247,27045
sandy,england,united kingdom,52.12927,-0.28925,11657
takapuna,auckland,new zealand,-36.79167,174.77583,8343
torshavn,streymoy,faroe islands,62.00973,-6.77164,13200
ignacio de la llave,veracruz,mexico,18.7258,-95.98696,4646
mzuzu,northern region,malawi,-11.46556,34.02071,175345
wellesley,massachusetts,united states,42.29649,-71.29256,27982
aartselaar,flanders,belgium,51.13412,4.38678,14193
garyville,louisiana,united states,30.05604,-90.61926,2811
freiberg,saxony,germany,50.91089,13.33881,43670
stanwood,washington,united states,48.24121,-122.37071,6779
porvoo,uusimaa,finland,60.39233,25.66507,47192
gulu,northern region,uganda,2.77457,32.29899,146858
dongen,north brabant,netherlands,51.62667,4.93889,25464
annandale,minnesota,united states,45.26274,-94.12443,3304
euskirchen,north rhine westphalia,germany,50.66057,6.78722,54889
jaffna,northern province,sri lanka,9.66845,80.00742,169102
oroville,california,united states,39.51394,-121.55776,16260
peterhead,scotland,united kingdom,57.50517,-1.78435,18450
karagandy,karaganda,kazakhstan,49.80187,73.10211,451800
blaine,washington,united states,48.99372,-122.74712,5056
jerome,idaho,united states,42.72407,-114.51865,11184
seevetal,lower saxony,germany,53.4,9.96667,41266
westminster,california,united states,33.75918,-118.00673,92114
doylestown,pennsylvania,united states,40.31011,-75.12989,8301
diamantina,minas gerais,brazil,-18.24692,-43.60345,37343
van wert,ohio,united states,40.86949,-84.58412,10798
cabinda,cabinda,angola,-5.55,12.2,66020
opelousas,louisiana,united states,30.53353,-92.08151,16591
landvetter,vastra gotaland,sweden,57.68665,12.21169,8839
andalusia,alabama,united states,31.30808,-86.48243,9063
rumilly,auvergne rhone alpes,france,45.86116,5.94513,13077
zamudio,basque country,spain,43.286,-2.87,3236
bedford hills,new york,united states,41.23676,-73.69458,3001
wateringen,zuid holland,netherlands,52.0242,4.275,0
sankt polten,lower austria,austria,48.2,15.63333,21911
wadenswil,zurich,switzerland,47.22683,8.6687,13269
eldridge,iowa,united states,41.65809,-90.58458,6232
torrejon de ardoz,madrid,spain,40.45535,-3.46973,118162
ivanhoe,victoria,australia,-37.76903,145.04308,12175
pocklington,england,united kingdom,53.93335,-0.78106,8337
dyersville,iowa,united states,42.48444,-91.12291,4204
kokkola,central ostrobothnia,finland,63.83847,23.13066,35586
randburg,gauteng,south africa,-26.0941,28.00123,337053
hourtin,nouvelle aquitaine,france,45.18619,-1.05789,3485
eelde,drenthe,netherlands,53.13583,6.5625,6450
walden,new york,united states,41.5612,-74.18848,6839
hardenberg,overijssel,netherlands,52.57583,6.61944,57909
villahermosa,tabasco,mexico,17.98689,-92.93028,353577
alvarado,texas,united states,32.40653,-97.21168,4015
elizabethton,tennessee,united states,36.34872,-82.21069,13772
st andrews,new south wales,australia,-34.02243,150.82958,5688
westmont,illinois,united states,41.79586,-87.97562,24941
chelsea,alabama,united states,33.34011,-86.63026,12059
levelland,texas,united states,33.58732,-102.37796,13914
independence,ohio,united states,41.36866,-81.6379,7135
pointe claire,quebec,canada,45.44868,-73.81669,30161
bayville,new jersey,united states,39.90929,-74.15486,20512
iisalmi,north savo,finland,63.55915,27.19067,22588
sao roque,sao paulo,brazil,-23.52917,-47.13528,50540
dayton,nevada,united states,39.23714,-119.59295,8964
torquay,victoria,australia,-38.33085,144.32638,12854
cullman,alabama,united states,34.17482,-86.84361,15350
verl,north rhine westphalia,germany,51.88333,8.51667,24002
gardnerville,nevada,united states,38.9413,-119.74962,5656
north reading,massachusetts,united states,42.57509,-71.07867,14101
hervey bay,queensland,australia,-25.28762,152.76936,52230
taylors,south carolina,united states,34.92039,-82.29623,21617
massillon,ohio,united states,40.79672,-81.52151,32252
charlottenlund,capital region,denmark,55.75238,12.5745,40000
smilde,drenthe,netherlands,52.9486,6.4483,9222
seria,belait,brunei,4.60637,114.32476,30097
willich,north rhine westphalia,germany,51.26371,6.54734,51843
ensenada,baja california,mexico,31.87149,-116.60071,279765
martinsville,virginia,united states,36.69153,-79.87254,13645
camberwell,victoria,australia,-37.84205,145.0694,21744
warrnambool,victoria,australia,-38.38176,142.48799,29176
jelenia gora,lower silesia,poland,50.89973,15.72899,87310
ardabil,ardabil,iran,38.2498,48.2933,410753
central,south carolina,united states,34.72427,-82.78125,5167
bawal,haryana,india,28.07184,76.58312,13318
sankt johann im pongau,salzburg,austria,47.35,13.2,4690
fowlerville,michigan,united states,42.66059,-84.07301,2895
tegelen,limburg,netherlands,51.34417,6.13611,20190
dunboyne,leinster,ireland,53.41901,-6.47375,7272
national city,california,united states,32.67811,-117.0992,61060
wayne,michigan,united states,42.28143,-83.38632,17081
bartın,bartın,turkey,41.63583,32.3375,37427
formiga,minas gerais,brazil,-20.46444,-45.42639,56404
sierre,valais,switzerland,46.29192,7.53559,15752
timoteo,minas gerais,brazil,-19.58106,-42.64953,91722
petah tiqwa,central,israel,32.0833,34.8833,236169
suzano,sao paulo,brazil,-23.5425,-46.31083,283314
erd,pest,hungary,47.39489,18.91361,62408
kingscliff,new south wales,australia,-28.25983,153.57816,7878
bartow,florida,united states,27.89641,-81.84314,18972
deinze,flanders,belgium,50.98175,3.53096,29815
